Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Matter in our Surroundings ,,level-1,21,The substance having the maximum tendency to flow is,water,sodium,sodium chloride,chlorine,,d,,MCQ
1,Matter in our Surroundings ,,level-1,22,Which of the following is not correct regarding gases?,Gases exert pressure.,Gases have large intermolecular spaces,Gases have weak tendency to diffuse,Gases have weak intermolecular forces of attraction.,,c,,MCQ
1,Matter in our Surroundings ,,level-1,23,"The electric bulb on long use forms a black coating on its inner surface.
The process associated with this is",melting of tungsten,sublimation of tungsten,oxidation of tungsten,reduction of tungsten,,b,,MCQ
1,Matter in our Surroundings ,,level-1,24,If few spoons of salt are dissolved in pure water then,its b.pt. becomes less than 100^0&C,its b.pt. becomes more than 100^0&C,its freezing point becomes more than 0^0&C,none of these,,b,,MCQ
1,Matter in our Surroundings ,,level-1,25,The evaporation of a liquid can be best carried out in a,beaker,China dish,test tube,flask.,,b,,MCQ
1,Matter in our Surroundings ,,level-1,26,The unit of latent heat is,joules per kilogram,calories per gram per 0^0&C,ergs per K,all of these.,,a,,MCQ
1,Matter in our Surroundings ,,level-1,27,Latent heat of vaporisation is used to,overcome the forces of attractiorn between molecules in solid state,increase the kinetic energy of molecules in liquid state,overcome the forces of attraction between molecules in liquid state,increase the kinetic energy of molecules in of matter are maximum in vapour state,,c,,MCQ
1,Matter in our Surroundings ,,level-1,28,The rate of diffusion decreases,with increase in temperature,with increase in kinetic energy of molecules,with decrease in temperature,no effect of temperature,,c,,MCQ
1,Matter in our Surroundings ,,level-1,29,What type of a process is evaporation?,Exothermic,Endothermic,Photochemical,Biochemical,,b,,MCQ
1,Matter in our Surroundings ,,level-1,30,The high diffusibility of gases is due to,high intermolecular forces of attraction,high kinetic energy of molecules,restricted translatory motion in upward direction,all of the above,,b,,MCQ
1,Matter in our Surroundings ,,level-2,31,The density of water is maximum at,0^0&C,277 K,100^0&C,283 K,,b,,MCQ
1,Matter in our Surroundings ,,level-2,32,Which one of the following gases undergoes diffusion most readily?,LPG,Carbon dioxide,Hydrogen,Nitrogen,,c,,MCQ
1,Matter in our Surroundings ,,level-2,33,"In which of the following substances, the interparticle forces of attraction are the strongest?",Sodium chloride,Glycerine,Ethyl alcohol,Carbon dioxide,,a,,MCQ
1,Matter in our Surroundings ,,level-2,34,"During evaporation, particles of a liquid change into vapours only",from the surface,from the bulk,from both surface and bulk,neither from surface nor from bulk,,a,,MCQ
1,Matter in our Surroundings ,,level-2,35,In which conversion do H~2*O molecules lose speed?,Ice -> Water,Ice -> Steam,Steam -> Ice,Water -> Steam,CH-1-35-ROW-36,c,,MCQ
1,Matter in our Surroundings ,,level-2,36,At higher altitudes,boiling point of a liquid increases,boiling point of a liquid decreases,no change in boiling point,melting point of solid increases,,b,,MCQ
1,Matter in our Surroundings ,,level-2,37,The liquid which has the highest rate of evaporation is,mercury,nail polish remover,water,alcohol-water mixture,,b,,MCQ
1,Matter in our Surroundings ,,level-2,38,"A flask containing a liquid X is heated until it boils as shown in the figure.
Choose the incorrect statement about the particles of the substance during this process.","Energy is absorbed by particles in the
liquid X",The particles lose kinetic energy,"Eventually, the particles throughout the liquid have enough energy to overcome the forces holding them together",Both (a) and (b).,CH-1-38-ROW-39,b,,MCQ
1,Matter in our Surroundings ,,level-2,39,All liquids have same,density,viscosity,solubility,none of these,,d,,MCQ
1,Matter in our Surroundings ,,level-2,40,Which of the following will not change the state of matter?,Temperature,Crushing a crystal,Pressure,Electricity,,b,,MCQ
1,Matter in our Surroundings ,,level-2,41,If we add common salt in water then its freezing point,increases,decreases,remains constant,can't be determined,,b,,MCQ
1,Matter in our Surroundings ,,level-2,42,Which of the following has more heat content?,10 g of ice at 0^0&C,10 g of water at 0^0&C.,Both have same heat content,Their heat content cannot be compared,,b,,MCQ
1,Matter in our Surroundings ,,level-2,43,"The states of matter depending upon the interparticle distances are shown in the following diagram.
The conditions a, b, c, d are",A,B,C,D,CH-1-43-ROW-44,a,,MCQ
1,Matter in our Surroundings ,,level-2,44,"Which of the following factors, when increased, affect the rate of evaporation adversely?",Temperature of liquid,Surface area of liquid exposed to surroundings,Humidity in air,None of these,,c,,MCQ
1,Matter in our Surroundings ,,level-2,45,"When a teaspoon of solid sugar is dissolved in a glass of liquid water, what phase or phases are present after mixing?",Liquid only,Both solid and liquid,Solid only,None of these,,a,,MCQ
1,Matter in our Surroundings ,,level-2,46,Which of the following is not an example of a plasma?,Aurora borealis,Fluorescent light bulb,Neorn sign bulb,Incandescent light bulb,,d,,MCQ
1,Matter in our Surroundings ,,level-2,47,A drop each of two non-corrosive and nonirritating liquids A and B at temperature of 22^0&C are placed on the skin. Liquid A gives more cooling sensation than liquid B. Which of the following can be said about the liquids A and B?,Liquid A has higher boiling point than that of liquid B,Liquid A has high latent heat of vaporisation than that of liquid B.,LiquidA has low latent heat of vaporisation than that of liquid B.,The boiling points of liquids A and B are equal.,,c,,MCQ
1,Matter in our Surroundings ,,level-2,48,Which of the following substances has the highest density?,Water,Kerosene oil,Iron,Lead,,d,,MCQ
1,Matter in our Surroundings ,,level-2,49,"Nitrogen dioxide (M, = 46) and sulphur dioxide (M, 64) are gases that cause acid rain. If their rates of diffusion are measured at 22^0&C and 44^0&C, which gas is expected to have the faster rate of diffusion at these temperatures?",Nitrogen dioxide at 22^0&C,Nitrogen dioxide at 44^0&C,Sulphur dioxide at 22^0&C,Sulphur dioxide at 44^0&C,,b,,MCQ
1,Matter in our Surroundings ,,level-2,50,Which of the following statements best explains heat why a closed balloon filled with helium gas rises in air?,"Helium is a monatomic gas, whereas nearly all the molecules that make up air, such as nitrogen and oxygen, are diatomic","The average speed of helium atoms is higher than the average speeds of air molecules, and the higher speed of collisions with the balloon walls propels the balloon upward","Because the helium has a lower molar mass than the average air molecule, the helium gas is less dense than air.","Because helium has a lower molar mass than the average air molecule, the helium atoms are in faster motion. This means that the temperature of the helium is higher than the air temperature. Hot gases tend to rise.",,c,,MCQ
1,Matter in our Surroundings ,,level-2,1,Match the following,"P-3, Q-2, R-1, S-4","P-4, Q-3, R-2, S-1","P-2, Q-3, R-1, S-4","P-1, Q-2, R-3, S-4",CH-1-1-ROW-52,b,,MCQ
1,Matter in our Surroundings ,,level-2,2,Match the following,"P-1, Q-2, R-4, S-3","P-1, Q-4, R-3, S-2","P-2, Q-1, R-3, S-4","P-4, Q-2, R-3, S-1",CH-1-2-ROW-53,a,,MCQ
1,Matter in our Surroundings ,,level-2,3,Match the following,"P-1, Q-4, R-3, S-2","P-2, Q-1, R-3, S-4","P-2, Q-1, R-4, S-3","P-3, Q-2, R-1, S-4",CH-1-3-ROW-54,c,,MCQ
1,Matter in our Surroundings ,,level-2,4,Match the following,"P-2, Q-1, R-4, S-3","P-1, Q-3, R-2, S-4","P-3, Q-2, R-1, S-4","P-1, Q-2, R-4, S-3",CH-1-4-ROW-55,a,,MCQ
1,Matter in our Surroundings ,,level-2,5,Match the following,"P-3, Q-1, R-2, S-4","P-3, Q-1, R-4, S-2","P-1, Q-3, R-2, S-4","P-2, Q-3, R-4, S-1",CH-1-5-ROW-56,b,,MCQ
1,Matter in our Surroundings ,,level-2,1,"Assertion : Camphordisappears without leaving any residue 
Reason : Camphor undergoes sublimation.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,a,,AR
1,Matter in our Surroundings ,,level-2,2,"Assertion : Liquids diffuse less easily as compared to gases.
Reason :  Intermolecular forces are greater in gases",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,c,,AR
1,Matter in our Surroundings ,,level-2,3,"Assertion : Ice floats on the surface of water.
Reason : The density of both water and ice is same.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,c,,AR
1,Matter in our Surroundings ,,level-2,4,"Assertion : The intermolecular forces in solid state are stronger than those in the liquid state.
Reason : The space between the particles of matter is called intermolecular space.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,b,,AR
1,Matter in our Surroundings ,,level-2,5,"Assertion : The rate of evaporation increases with increase in temperature
Reason : Increase in temperature increases the kinetic energy of the particles",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,a,,AR
1,Matter in our Surroundings ,,level-2,6,"Assertion : Solids do not diffuse in air.
Reason : The particles are closely packed in solids.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,a,,AR
1,Matter in our Surroundings ,,level-2,7,"Assertion : There is no change in the temperature a change of state though it is still being heated.
Reason : The heat suppliedis absorbed either as latent heat of fusion or as latent heat of vaporisation",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,a,,AR
1,Matter in our Surroundings ,,level-2,8,"Assertion : Naphthalene does not leave any residue when kept open for somne time.
Reason : The conversion of a solid directly into gas is called condensation",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,c,,AR
1,Matter in our Surroundings ,,level-2,9,"Assertion : The term vapour is used to represent the gaseous state of a substance which is otherwise liquid at room temperature.
Reason : It is proper to regard the gaseous state of ammonia as vapours",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,c,,AR
1,Matter in our Surroundings ,,level-2,10,"Assertion : Naphthalene, camphor, iodine, ammonium chloride are some common examples of the substances which undergo sublimation
Reason : All solids are first converted to liquids and then to gases on heating",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct erplanation of assertion.,If assertion is true but reason is false,If both assertion and reason are false,,c,,AR
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,1,"Given figure shows the effects of pressure and temperature on the changes among three states of matter.
Select the correct statements.
I. Change 1 is carried out under high temperature and low pressure.
II. Change 4 is carried out under low temperature and high pressure.
III. Change 2 is carried out under low temperature and high pressure.
IV. Change 3 is carried out under low temperature and high pressure.",II and III,I and II,I. II and IV,"I, II and III",CH-1-1-ROW-67,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,2,Dry ice is an example of ________ process.,evaporation,crystallization,sublimation,purification,,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,3,"Diagrams W, X and Y show how the particles of a substance are packed at different temperatures.
The given graph shows changes in the state of a substance on heating. In which region of the graph would all the particles be packed as in Y?",I,II,III,IV,CH-1-3-ROW-69,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,4,Observe the given curve carefully and mark the -86 correct statement.,T~1*i is the melting point and dry ice changes to CO~2* gas from time t~1* to t~2*.,T~1* is the boiling point and water vapours change to water from time t~1* to t~2*.,"T~1* is the freezing point and molten copper(II) sulphate changes to solid copper(II) sulphate
from time t~1* to t~2*.",T~1* is the melting point and solid copper(II) sulphate changes to molten copper(II) sulphate from time t~1* to t~2*,CH-1-4-ROW-70,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,5,"When water at 0^0&C freezes to form ice at the IV. Change 3 is carried out under low temperature and high pressure. Same temperature of 0^0&C, then it:",absorbs some heat,releases some heat,neither absorbs nor releases heat,absorbs exactly 3.34 x 10^5& J/kg of heat,,b,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,6,Gases can be liquefied,by increasing temperature and pressure,by increasing temperature and decreasing pressure,by decreasing temperature and increasing pressure,by decreasing pressure and temperature,,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,7,The arrangement of particles of an unknown substance at the same pressure at two different temperatures is shown in the diagrams:,A,B,C,D,CH-1-7-ROW-73,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,8,"Study the given graph carefully and select the correct statement(s).
I. When water is cooled to 4^0&C, the volume decreases.
II. Ice and water co-exist at 0^0&C.
IlI. Water has minimum density at point Q.
IV. The volume of ice is more than that of water.",I only,Il and III only,"I, II and IV only",All of these,CH-1-8-ROW-74,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,9,"Which of the following factors are responsible for the change in state of solid carbon dioxide when kept exposed to air?
(i) increase in pressure
(ii) increase in temperature
(iii) decrease in pressure
(iv) decrease in temperature",(i) and (ii),(i) and (iii),(ii) and (iii),(iii) and (iv),,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,10,"Priya and Kartik wanted to study about diffusion among liquids. They took identical beakers and poured 100 mL of H~2*O in both the beakers. Priya heated the water to 50^0&C but Kartik maintained the water at room temperature. They both added 5 drops of ink into the beaker, what will they notice?",Colour of ink spreads faster in Priya's beaker.,Colour of ink spreads faster in Kartik's beaker.,Colour of ink spreads at the same rate in both beakers,"In both the beakers, ink drops settle down at the bottom without spreading",,a,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,11,"Which of the following statements are correct?
I. At 273 K, both ice and water co-exist.
II. Ice at 0 ^0&C is more effective in cooling a lee substance than water at 0 ^0&C.
III. Particles in water at 0 ^0&C have more energy Water as compared to particles in ice at the same temperature.
IV. Increase in pressure increases the freezing point of ice.",I and IV only,"I, II and III only",III and IV only,"I, II, III and IV",,b,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,12,"The given graph represents the cooling curve of substance X. Which of the following statements are incorrect?
I. Process I represents cooling of liquid state of X while process III involves cooling of the solid state.
II The freezing point of substance X is 25 ^0&C.
III. At 35  ^0&C, the substance exists in solid state.
IV. Substance X exists both in gaseous and liquid form along the curve QR.",I and III only,II and IV only,III and IV only,none of these,,a,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,13,"In which state of a substance, it has the definite shape?",Liquid,Liquid & Gas,Gas,Solid,,d,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,14,The physical state of water at 298 K temperature notice? is,Gaseous,Solid,Liquid,Plasma,,c,,MCQ
1,Matter in our Surroundings ,,Olympiad / HOTS Corner,15,High melting point of a compound indicates,strong intermolecular forces,kinetic energy of molecules is more,speed of molecules is more,compound can diftuse easily,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,1,If the components of the substance can be separated by a chemical change only then it is a/an,element,compound,mixture,None of these,,b,,MCQ
2,Is Matter Around Us Pure?,,level-1,2,The zig-zag movement of dispersed phase particles in a colloidal system is known as,Brownian motion,translational motion,circular motion,linear motion,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,3,lodized common salt is,homogeneous mixture,heterogeneous mixture,pure substance,oxidized substance,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,4,Pigments of natural colours can be separated by,chromatography,centrifugation,filtration,sublimation,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,5,The fine particles of an insoluble substance uniformly dispersed throughout a gas or liquid is called,suspension,precipitate,colloidal solution,impurity.,,c,,MCQ
2,Is Matter Around Us Pure?,,level-1,6,Which of the following upon shaking with water will not form a true solution?,Alum,Common salt,Albumin,Sucrose,,c,,MCQ
2,Is Matter Around Us Pure?,,level-1,7,Which of the following will show Tyndall effect?,Starch solution,Sodium chloride solution,Copper sulphate solution,Sugar solution,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,8,An emulsion is a colloidal solution formed by mixing,two miscible liquids,any two liquids,any two gases,two immiscible liquids,,d,,MCQ
2,Is Matter Around Us Pure?,,level-1,9,The size of colloidal solution is in the range of,1 - 100 nm,100 - 1000 nm,10^-5& m - 10^-7& m,10^7& 10^9& m,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,10,Brass contains,gold and copper,copper and zinc,zinc and silver,copper and silver,,b,,MCQ
2,Is Matter Around Us Pure?,,level-1,11,Which of the following is a homogeneous mixture?,Solution of sugar in water,Chalk powder in water,Kerosene oil in water,None of these,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,12,Solutions with low concentrations of solutes are,concentrated solutions,dilute solutions,solvents,none of these,,b,,MCQ
2,Is Matter Around Us Pure?,,level-1,13,Which of the following statements is correct?,A pure substance must contain only one type of atom.,A mixture containing two compounds must be heterogeneous,A heterogeneous mixture must contain at least three elements,A homogeneous mixture must be uniform,,d,,MCQ
2,Is Matter Around Us Pure?,,level-1,14,Which of the following is not an example of a physical change?,Dissolving sugar in water,Casting iron in moulds,Setting of cement,Magnetisation of iron,,c,,MCQ
2,Is Matter Around Us Pure?,,level-1,15,Separation of petroleum into its components is done by,chromatography,sublimation,distillation,fractional distillation,,d,,MCQ
2,Is Matter Around Us Pure?,,level-1,16,"A mixture contains four solid compounds A, B, C, D. On heating C changes to vapour state. C can be separated from rest of the solids by",crystallisation,sublimation,distillation,filtration,,b,,MCQ
2,Is Matter Around Us Pure?,,level-1,17,Identify the false statement,Colloids are homogeneous,Colloids show Tyndall effect,Colloids show Brownian movement,The size of colloidal particles ranges between 1-100 nm.,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,18,Smoke is an example of,gas dispersed in liquid,gas dispersed in solid,solid dispersed in gas,solid dispersed in solid,,c,,MCQ
2,Is Matter Around Us Pure?,,level-1,19,Which one of the following is correctly matched?,Emulsion - curd,Foam - mist,Aerosol - smoke,Solid sol - cake,,c,,MCQ
2,Is Matter Around Us Pure?,,level-1,20,"If we heat iodine, then it is a",physical change,chemical change,no change,colour change,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,21,Which gas present in air has the highest boiling point?,Oxygen,Nitrogen,Argon,Hydrogen,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,22,Which of the following involves both physical and chemical change?,Burning of a candle,Rusting of iron,Cooking of food,Boiling of water,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,23,What is the name of the insoluble substance which settles to the bottom of its container?,Solute,Solvent,Sediment,Slag,,c,,MCQ
2,Is Matter Around Us Pure?,,level-1,24,We can separate a pure solid from its solution by,crystallization,simple distillation,sedimentation,both (a) and (b).,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,25,Soda water is a solution of carbon dioxide in water. What is this solution composed of?,Liquid solute in a gaseous solvent,Gaseous solute in a liquid solvent,Liquid solute in a liquid solvent,Gas in suspended form in liquid,,b,,MCQ
2,Is Matter Around Us Pure?,,level-1,26,Which of the following is not true for a Compound?,It is heterogeneous in nature,A compound contains different elements in a fixed ratio,Properties of a compound are entirely different from those of the elements present in it.,Constituents of a compound cannot be separated by simple physical methods,,a,,MCQ
2,Is Matter Around Us Pure?,,level-1,27,Purity of a solid substance can be checked by its characteristic,boiling point,melting point,solubility in water,solubility in alcohol,,b,,MCQ
2,Is Matter Around Us Pure?,,level-1,28,Which of the following pairs does not contain both elements?,"Carbon, silicon","Helium, nitrogen","Bronze, zinc","Copper, silver",,c,,MCQ
2,Is Matter Around Us Pure?,,level-1,29,Principle of chromatography is,rate of absorption,rate of adsorption,rate of diffusion,none of these,,b,,MCQ
2,Is Matter Around Us Pure?,,level-1,30,A 15% alcohol solution means,15 mL alcohol and 85 mL water,15 mL alcohol and 100 mL water,15 mlL water and 85 mL alcohol,15 mL alcohol and 50 mL water,,a,,MCQ
2,Is Matter Around Us Pure?,,level-2,31,"While using the given apparatus, what must be given apparatus, what must be
(d) Boiling of water",The mixture in the distillation flask must contain a solid,The temperature difference between the boiling points of components of the mixture must be less than 25^0&C.,The temperature difference between the boiling points of components of the mixture must be more than 25^0&C.,All of these,CH-2-31-ROW-112,c,,MCQ
2,Is Matter Around Us Pure?,,level-2,32,"A small amount of the sample of a soil was mixed with water in beaker. After stirring for sometime, the beaker was allowed to stand. The mud was found to settle down. The liquid above the mud
was carefully filtered. The filtrate will be",a true solution,a colloidal solution,can be a true solution or a colloidal solution,a suspension,,b,,MCQ
2,Is Matter Around Us Pure?,,level-2,33,"Water was taken in four beakers labelled as I to IV. To these beakers, the following substances were added
Beaker (I) - Common salt
Beaker (II) - Alum
Beaker (III) - Potassium nitrate
Beaker (IV) - A few drops of barium chloride
and a few drops of dilute H~2*SO~4*
After sometime, the contents of the beakers were filtered. The contents of which beaker will leave residue on the filter paper?",Beaker (I),Beaker (II),Beaker (III),Beaker (IV),,d,,MCQ
2,Is Matter Around Us Pure?,,level-2,34,A student mixed a small amount of iron filings and sulphur powder in a dish. He could not affect the separation by simple hand picking. Which liquid will you suggest to effect the separation?,Carbon disulphide,Cold water,Boiling water,Kerosene,,a,,MCQ
2,Is Matter Around Us Pure?,,level-2,35,"A mixture of common salt, sulphur, and iron filings is shaken with carbon disulphide and filtered through a filter paper. The filtrate is
evaporated to dryness in a China dish.What will be left in the dish after evaporation?",Sand,Sulphur,Iron filings,Common salt,,b,,MCQ
2,Is Matter Around Us Pure?,,level-2,36,"A mixture of sulphur and iron filings is heated strongly to obtain a residue. Which of the following is not a characteristic property of the
residue?",It can be separated into sulphur and iron filings by physical methods,Its composition does not change from one part to another,Its properties are entirely different from those of sulphur and iron filings,Its appearance is different from those of sulphur and iron filings.,,a,,MCQ
2,Is Matter Around Us Pure?,,level-2,37,Mark the correct sequence of substances obtained during fractional distillation of petroleum in ascending order of their boiling points,"Petroleum gas, Kerosene, Petrol, Diesel, Paraffin wax","Petrol, Petroleum gas, Kerosene, Light Crude oil, Diesel","Petroleum gas, Petrol, Kerosene, Diesel, Lubricating oil","Petroleum gas, Petrol, Lubricating oil, Diesel, Kerosene",,c,,MCQ
2,Is Matter Around Us Pure?,,level-2,38,Match the column-I with column-II and select the correct option from the codes given below,a,b,c,d,CH-2-38-ROW-119,b,,MCQ
2,Is Matter Around Us Pure?,,level-2,39,"Nandita has a substance Y which boils at 3S8 K and is immiscible with water. Y does not react with water. Which of the following separation
methods will Nandita adopt to separate Y trom a mixture containing another substance Z which boils at 278 K? (Both Y and Z are miscible).",A,B,C,D,CH-2-39-ROW-120,b,,MCQ
2,Is Matter Around Us Pure?,,level-2,40,"Two substances, A and B were made to react to form a third substance, A~2*B according to the following reaction: 2A + B ->A~2*B. 
Which of the following statements concerning this reaction are incorrect?
(i) The product A~2B shows the properties of substances A and B.
(ii) The product will always have a fixed composition.
(iii) The product so formed cannot be classified as a compound.
(iv) The product so formed is an element.",(i) (ii) and (iii),(i) (iii) and (iv),"(i), (ii) and (iv)",(iii) and (iv),,c,,MCQ
2,Is Matter Around Us Pure?,,level-2,41,"A drop of a sample of food colouring (X) and four dyes (P Q R and S) are put onto a chromatography paper. The four dyes are banned because they are not safe to consume.
Study the given chromatogram carefully and choose the correct statement among the following.",X contains P and Q dyes.,Dyes P and S are mixtures of two different dyes,X contains R dye.,Dyes P and R are pure,CH-2-41-ROW-122,c,,MCQ
2,Is Matter Around Us Pure?,,level-2,42,"Seema told Rohan that water is a compound, not an element and to justify it, she gave the following reasons:
I. Heat and light are given out during its formation from its constituent elements.
II. It contains hydrogen and oxygen in the ratio of 1:8 by mass.
III. Its boiling point is 373 K under one atmospheric pressure.
The correct reasons are",I and II only,II and III only,I and IIl only,"I, II and III",,d,,MCQ
2,Is Matter Around Us Pure?,,level-2,43,Which method is used to separate drugs from blood?,Fractional distillation,Crystallisation,Chromatography,Distillation,,c,,MCQ
2,Is Matter Around Us Pure?,,level-2,44,A mixture of sulphur and carbon disulphide is,heterogeneous and shows Tyndall effect,homogeneous and shows Tyndall effect,heterogeneous and does not show Tyndall effect,homogeneous and does not show Tyndall effect.,,d,,MCQ
