Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Nature of Matter,Assessment Test - III,,3,Match the statements of Column A with those of Column B.,a,b,c,d,CH-1-3-ROW-34,a,,MCQ
1,Nature of Matter,Assessment Test - III,,4,"Arrange the following steps in a proper sequence for the separation of a mixture of kerosene and water.
A) The mixture is kept standstill.
B) The liquid mixture is taken in a separating funnel.
C) The heavier component is first collected by opening the stop lock.
D) Clear layers of the liquids are formed and the heavier liquid that is water forms the bottom layer.",BADC,BCAD,BCDA,ADCB,,a,,MCQ
1,Nature of Matter,Assessment Test - III,,5,Identify the wrong statement among the following.,"In solids, molecules are closely packed","In solids, molecules have very strong intermolecular forces of attraction","In solids, molecules have only vibratory motion about their mean positions.","In solids, molecules possess very high kinetic energy.",,d,,MCQ
1,Nature of Matter,Assessment Test - III,,6,"The various steps involved in the process of condensation are given below. Arrange them in a proper sequence.
A) Further extraction of heat results in the decrease in potential energy of molecules, whereas kinetic energy remains constant.
B) The gas molecules, on cooling, lose heat energy which decreases the kinetic energy as well as potential energy of the molecules.
C) Increase in the forces of attraction results in the conversion of state.
D) Decrease in potential energy leads to increase in intermolecular forces of attraction.",ABCD,BADC,BACD,ABDC,,b,,MCQ
1,Nature of Matter,Assessment Test - III,,7,Identify the correct statement among the following.,Boiling point of liquid decreases with increase in external pressure.,Boiling point of liquid decreases by adding impurities,Addition of impurities to the solids decreases the melting point of solids.,Addition of impurities to the solids increases the melting point of solids.,,c,,MCQ
1,Nature of Matter,Assessment Test - III,,8,Conduction of heat is not possible through gases. Why?,Gas molecules are very loosely packed.,"Gas molecules possess vibratory, rotatory and translatory motions",Gas molecules possess very high kinetic energy.,Gas molecules are highly diffusible,,a,,MCQ
1,Nature of Matter,Assessment Test - III,,9,In which among the following cases is evaporation not involved?,Skin becomes rough in winter,An earthen pot keeps water cool,"In early winter morning, exhaled air appears foggy",Cool sensation is perceived when perfume is sprayed on the palms,,c,,MCQ
1,Nature of Matter,Assessment Test - III,,10,Which of the following mixtures can be separated by the process of magnetic separation?,Chalk powder + sand,Iron + sand,Sulphur + calcium,Common salt + sand,,b,,MCQ
1,Nature of Matter,Assessment Test - III,,11,In which among the following cases is adhesive force predominant over cohesive force?,Water in capillary tube,Mercury in capillary tube,Water in a test tube in which the inner wall is coated with wax,Water on leaves of aquatic plants,,a,,MCQ
1,Nature of Matter,Assessment Test - III,,12,Which of the following gaseous mixtures can be separated by using KOH as a solvent?,CO~2* and SO~2*,N~2* and NH~3*,CO~2* and NH~3*,H~2* and N~2*,,c,,MCQ
1,Nature of Matter,Assessment Test - III,,13,"Four gases A, B, C, and D have critical temperatures 32^0&C, –118^0&C, 31.1^0&C, and –140^0&C, respectively. Arrange them in the increasing order of ease of liquefaction of the gases.",D < B < C < A,A > B > D > C,C < D < B < A,A < C < B < D,,a,,MCQ
1,Nature of Matter,Assessment Test - III,,14,An increase in pressure increases the melting point. This statement is true for _______.,ice and brass,silver and gold,brass and gold,ice and silver,,b,,MCQ
1,Nature of Matter,Assessment Test - III,,15,Which among the following disappears with time without heating?,Ammonium chloride,Naphthalene,Sodium chloride,Sulphur,,b,,MCQ
1,Nature of Matter,Assessment Test - IV,,1,"Assertion (A) : Wet cloth is placed on the forehead of a person who is running high temperature.
Reason (R) : Evaporation causes cooling.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,a,,MCQ
1,Nature of Matter,Assessment Test - IV,,2,"Assertion (A) : All pure substances are homogeneous.
Reason (R) : Pure substances are made up of only one kind of molecules and they are uniformly distributed.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,a,,MCQ
1,Nature of Matter,Assessment Test - IV,,3,Match the statements of Column A with those of the Column B.,a,b,c,d,CH-1-3-ROW-49,c,,MCQ
1,Nature of Matter,Assessment Test - IV,,4,"Arrange the following steps in a proper sequence for the separation of a mixture of water and alcohol.
A) The mixture is heated.
B) The condensed liquid is collected in the receiver flask.
C) The mixture is taken in the distillation flask.
D) The component with lower boiling point vaporizes first.",ACDB,CADB,CADB,ACBD,,b,,MCQ
1,Nature of Matter,Assessment Test - IV,,5,Which among the following possesses maximum intermolecular force of attraction?,Bromine,Air,Oxygen,Copper,,d,,MCQ
1,Nature of Matter,Assessment Test - IV,,6,"The steps involved in the formation of dew are given below. Arrange them in a proper sequence.
A) On further lowered in temperature, water vapour condenses.
B) During day time water from water bodies gets evaporated.
C) Temperature falls during night time, and hence the air becomes saturated with water vapour.",CBA,CAB,BCA,ACB,,c,,MCQ
1,Nature of Matter,Assessment Test - IV,,7,Pressure cooker reduces the cooking time. Choose the correct reason from given options.,"Pressure inside the cooker is more, so boiling point of water decreases.","Pressure inside the cooker is less, so boiling point of water decreases.","Pressure inside the cooker is more, so boiling point of water increases.","Generally, cookers are made up of aluminium metal, which is a good conductor of heat.",,c,,MCQ
1,Nature of Matter,Assessment Test - IV,,8,Maximum fluidity of gases is due to ________.,high intermolecular space.,high kinetic energy of molecules,the presence of three types of molecular movements.,the absence of free surfaces,,b,,MCQ
1,Nature of Matter,Assessment Test - IV,,9,Three liquids are taken in three different types of containers. What is the correct order of the rate of evaporation?,A < B < C,A > C > B,B > C > A,C < A < B,CH-1-9-ROW-55,c,,MCQ
1,Nature of Matter,Assessment Test - IV,,10,Mixture of NaCl and NH~4*Cl can be separated by _____.,gravity method,solvent extraction,sublimation,fractional crystallization,,c,,MCQ
1,Nature of Matter,Assessment Test - IV,,11,Cotton clothes are preferred in summer. Which among the following is the reason for this statement?,They are attractive and cheaper,Cotton clothes absorb sweat more due to the greater adhesive forces between cotton and water.,Cotton is an artificial fibre.,Cotton fibres do not absorb sweat.,,b,,MCQ
1,Nature of Matter,Assessment Test - IV,,12,Which among the following gaseous mixtures can be separated by fractional evaporation?,H~2* + SO~2*,CO + CO~2*,NH~3* + SO~2*,O~2* + N~2*,,d,,MCQ
1,Nature of Matter,Assessment Test - IV,,13,Identify the false statement regarding critical temperature.,It is directly proportional to boiling point.,Every gas is associated with a specific critical temperature.,It is directly proportional to intermolecular forces.,A gas cannot be liquefied below its critical temperature,,d,,MCQ
1,Nature of Matter,Assessment Test - IV,,14,"Addition of impurities to a solid decreases the melting point. In which
among the following this phenomenon is not exploited?",Fish and meat can be preserved for a longer time in ice if common salt is added to it.,Brine solution is used to remove the ice piled on roads in cold regions.,Melting point of rose metal is less than that of its components.,Regelation,,d,,MCQ
1,Nature of Matter,Assessment Test - IV,,15,Solid carbon dioxide undergoes sublimation due to ___________.,high intermolecular forces of attraction,high kinetic energy of all molecules,high kinetic energy of surface molecules,high potential energy of molecules,,c,,MCQ
2,Atomic Structure ,Assessment Test - I,,1,Which of the following is the correct electronic confi guration of an element with atomic number 29?,"2, 8, 18, 1","2, 8, 17, 2","2, 9, 16, 2","2, 18, 9",,a,,MCQ
2,Atomic Structure ,Assessment Test - I,,2,"Identify the element from the given confi guration.
a, 4a, (6a + 1), and (a – 1)",Scandium,Chromium,Iron,Manganese,,b,,MCQ
2,Atomic Structure ,Assessment Test - I,,3,Which of the following postulates of Dalton’s atomic theory was proved wrong with the discovery of radioactivity?,Matter is constituted of the tiniest particles called atoms.,Atoms are indivisible,Atoms of same elements are identical in all aspects.,Atoms of different elements are different in all aspects.,,b,,MCQ
2,Atomic Structure ,Assessment Test - I,,4,The ratio of atomic numbers of two elements ‘X’ and ‘Y’ is 1:7. The radius of the third orbit of single electron species of X is 1.587 Å. Identify the penultimate shell of Y.,N-Shell,M-Shell,L-Shell,O-Shell,,b,,MCQ
2,Atomic Structure ,Assessment Test - I,,5,A dipositive ion of element ‘A’ is isoelectronic with inert gas ‘X’. X possesses three completely fi lled shells. The number of electr,18,8,32,2,,a,,MCQ
2,Atomic Structure ,Assessment Test - I,,6,"According to Rutherford’s atomic model, ____________.",protons are the lightest positively charged particles,electrons rotate in the opposite spin to the rotation of protons,electrons revolve around the nucleus in certain fi xed paths,electrons revolve around the nucleus with high velocity,,d,,MCQ
2,Atomic Structure ,Assessment Test - I,,7,"In a-ray scattering experiment, __________",a-rays were deviated from their path due to attraction by the electrons,gold foil is used since the number of electrons are more in gold atoms,gold foil is used to prevent the penetration of a-particles,a-particles are used because they are positively charged and have mass,,d,,MCQ
2,Atomic Structure ,Assessment Test - I,,8,"Two isotopes ‘X’ and ‘Y’ are present in a natural sample in 3:2 ratio. If the average atomic mass is (A + 0.8) and the atomic mass of the lighter isotope,
that is, X is A, then calculate the atomic mass of the heavier isotope.",A + 1,A + 2,A + 0.5,A + 1.5,,b,,MCQ
2,Atomic Structure ,Assessment Test - I,,9,"Calculate the radius of the third orbit of a single electron species, if the energy of this orbit is −13.6 eV.",1.58 A^0&,0.529 A^0&,1.058 A^0&,2096 A^0&,,a,,MCQ
2,Atomic Structure ,Assessment Test - I,,10,"If the energy of the second orbit of a single electron species is -x eV, then calculate the atomic number of that atom in terms of x.",a,b,c,d,CH-2-10-ROW-71,b,,MCQ
2,Atomic Structure ,Assessment Test - I,,11,"Arrange elements ‘A’, ‘B’, ‘C’ and ‘D’ in the ascending order of their atomic numbers based on the description given below.
A) A has 3 electrons in O shell.
B) B is an element with 5 electrons in the fifth shell.
C) C is a halogen with 5 shells.
D) D attains a pseudo inert gas configuration (18 electrons in the outermost shell) after losing 2 electrons from N shell.",DBCA,DCBA,DABC,DACB,,c,,MCQ
2,Atomic Structure ,Assessment Test - I,,12,"Arrange the elements ‘A’, ‘B’, ‘C’ and ‘D’ in the ascending order of the number of valence electrons.
A) A is the noble gas with the least number of shells.
B) The number of electrons in B is 4 times that in A.
C) C has 7 electrons more than that in B.
D) D has 4 electrons less than that in C.",BADA,DACB,CDBA,DCBA,,b,,MCQ
2,Atomic Structure ,Assessment Test - I,,13,"Assertion (A) : An element with atomic number 36 is unreactive.
Reason (R) : 8 electrons in the outermost shell make the atom highly energetic.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,c,,MCQ
2,Atomic Structure ,Assessment Test - I,,14,"Assertion (A) : From Thomson’s experiment and Millikan’s oil drop experiment, mass as well as charge of an electron can be calculated.
Reason (R) : Specific charge of an electron is obtained from Thomson’s experiment, whereas the charge of an electron is obtained from Millikan’s oil drop experiment.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,a,,MCQ
2,Atomic Structure ,Assessment Test - I,,15,Match the values of Column A with those of Column B.,a,b,c,d,CH-2-15-ROW-75,d,,MCQ
2,Atomic Structure ,Assessment Test - II,,1,"Assertion (A) : From Thomson’s experiment and Millikan’s oil drop experiment, mass as well as charge of an electron can be calculated.
Reason (R) : Specific charge of an electron is obtained from Thomson’s experiment, whereas the charge of an electron is obtained from Millikan’s oil drop experiment.",Iron,Cobalt,Nickel,Manganese,,a,,MCQ
2,Atomic Structure ,Assessment Test - II,,2,Identify which of the following configurations holds good for zinc.,"x, (x + y), 3y, x","x, (x + y), 3y, (x – 1)","x, y, (3y – 1), x","x, x + y, (2y + 1), (x – 1)",,a,,MCQ
2,Atomic Structure ,Assessment Test - II,,3,Which of the following postulates of Dalton’s atomic theory became contradictory after the discovery of isotopes?,Matter is made up of tiny indivisible particles called atoms.,Atoms of same elements are identical in all aspects,Atoms of different elements are different in all aspects.,Atom is the smallest particle or unit of matter which takes part in a chemical reaction,,b,,MCQ
2,Atomic Structure ,Assessment Test - II,,4,The ratio of atomic numbers of two elements ‘P’ and ‘Q’ is 2:7. The energy of the fourth orbit of single electron species of P is −13.6 eV. Calculate the difference in the number of electrons present in valence and penultimate shells of Q.,2,4,3,1,,b,,MCQ
2,Atomic Structure ,Assessment Test - II,,5,"Trinegative ion of element ‘X’ is isoelectronic with inert gas ‘Y’. If X has two completely filled shells, then identify Y.",Ne ,Ar,Kr,Xe,,b,,MCQ
2,Atomic Structure ,Assessment Test - II,,6,"According to Bohr’s atomic model, _____________.",electrons revolve around the nucleus and continuously emit energy,the energy of an electron does not alter with the change of the orbit,electrons revolve around the nucleus in spiral paths called stationary orbits,a fixed amount of energy is emitted when an electron jumps from an outer orbit to an inner orbit,,d,,MCQ
2,Atomic Structure ,Assessment Test - II,,7,a-ray scattering experiment was carried out ____________.,to overcome the drawbacks of Rutherford’s atomic model,to prove that nucleus is present at the centre of the atom,to prove the correctness of J. J. Thomson’s atomic model,to prove the existence of positively charged particle in an atom,,c,,MCQ
2,Atomic Structure ,Assessment Test - II,,8,The difference in weight between two isotopes of an element is 2 units and the average atomic mass is 1.25 units more than the lighter isotope. Calculate the ratio of the lighter to heavier isotope in the natural sample.,2 : 1,1 : 2,3 : 5,5 : 3,,c,,MCQ
2,Atomic Structure ,Assessment Test - II,,9,"If the radius of the third orbit of a single electron species is x A^0&, then find out its atomic number in terms of x.",4.761 / x,0.529 / x,1587/x,2.116/x,,a,,MCQ
2,Atomic Structure ,Assessment Test - II,,10,The radius of the fourth orbit of single electron species is 2.116 A^0&. Calculate the energy of the orbit.,−27.2 eV,−13.6 eV,−40.8 eV,−54.4 eV,,b,,MCQ
2,Atomic Structure ,Assessment Test - II,,11,"Arrange the elements ‘P’, ‘Q’, ‘R’ and ‘S’ in the descending order of their atomic numbers based on the following description.
A) Element P has 1 electron in N shell, and the number of electrons in the penultimate shell is more than 8 but less than 18.
B) Element Q has 4 electrons in N shell.
C) Element R has 1 electron in N shell and the ratio of electrons in K, L, and M shells is 1:4:4.
D) Element S is an unreactive gas with 4 shells.",BCDA,CDBD,ABDC,DBAC,,d,,MCQ
2,Atomic Structure ,Assessment Test - II,,12,"Arrange the elements ‘P’, ‘Q’, ‘R’ and ‘S’ in the descending order number of electrons in the outermost shell.
a) The number of electrons in the third shell of element P is 9.
b) The element Q has 2 electrons less than P.
c) The element R has 2 electrons less than Q.
d) The element S has 10 electrons more than P.",BCDA,CDAB,ACBD,DCBA,,b,,MCQ
2,Atomic Structure ,Assessment Test - II,,13,"Assertion (A) : An ion is more stable than an atom.
Reason (R) : An ion is a charged particle.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,b,,MCQ
2,Atomic Structure ,Assessment Test - II,,14,"Assertion(A) : The specific charge of a particle is less than H^+&.
Reason(R) : Hydrogen has only one proton.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,a,,MCQ
2,Atomic Structure ,Assessment Test - II,,15,Match the values of Column A with those of Column B.,a,c,b,d,CH-2-15-ROW-91,a,,MCQ
2,Atomic Structure ,Assessment Test - III,,1,"Arrange the elements corresponding to the following atomic numbers in the decreasing order of valence electrons.
(A) 15         (B) 30         (C) 14         (D) 35         (E) 31",BCEAD,DCEAB,BAECD,DACEB,,d,,MCQ
2,Atomic Structure ,Assessment Test - III,,2,"Radius and energy of Bohr’s orbits in hydrogen atom are given below.
Arrange the values in the decreasing order of ‘n’ values.
(A) 2.116 Å           (B) 0.53 Å           (C) 8.464 Å            (D) −1.51 eV",DBAC,DACB,CDAB,CBDA,,c,,MCQ
2,Atomic Structure ,Assessment Test - III,,3,"Assertion (A) : The source of a-particles is taken in a lead block.
Reason ® : Some radioactive emanations can penetrate through lead block.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,a,,MCQ
2,Atomic Structure ,Assessment Test - III,,4,"Assertion (A) : Potential energy of an electron increases with increase in the distance from the nucleus.
Reason (R) : Velocity of an electron decreases with increase in the distance from the nucleus.",Both A and R are true and R is the correct explanation of A.,"Both A and R are true, but R is not the correct explanation of A.",A is true and R is false.,A is false and R is true.,,b,,MCQ
2,Atomic Structure ,Assessment Test - III,,5,An electron in hydrogen atom is excited to the sixth orbit. It comes back to the second energy level during de-excitation. Identify the difference in angular momentums experienced by the electron.,h/2π,2h/π,h/π,h/4π,,b,,MCQ
2,Atomic Structure ,Assessment Test - III,,6,A dinegatively charged ion has same number of protons and neutrons. Its mass number is 32. The number of electrons in the ion is _________.,18,16,14,20,,a,,MCQ
2,Atomic Structure ,Assessment Test - III,,7,Match the statements of Column A with those of Column B.,a,b,c,d,CH-2-7-ROW-98,c,,MCQ
2,Atomic Structure ,Assessment Test - III,,8,"Atom of an element ‘X’ has ‘N’ shell as valence shell. The sum of electrons in K, L and N shells is equal to the number of electrons in ‘M’ shell. Find the atomic number of X.",20,18,36,38,,c,,MCQ
2,Atomic Structure ,Assessment Test - III,,9,"The mass of protons is 36,740 times that of an electron. Identify the false statement regarding the element.",The element can form a dipositive ion,‘N’ shell is the valence shell in the element.,The ion formed has 18 electrons in the outermost shell,The atom of this element has 18 core electrons,,c,,MCQ
2,Atomic Structure ,Assessment Test - III,,10,The amount of energy required to remove an electron from a particular orbit of hydrogen atom is x Joules. What is the amount of energy required to remove the electron from the same orbit of He^+& ion?,2x J,x/4 J,4x J,x/2 J,,c,,MCQ
2,Atomic Structure ,Assessment Test - III,,11,"In Millikan’s oil drop experiment, the charges of three oil drops ‘A’, ‘B’ and ‘C’ are 1.2 C, 2.8 C and 0.72 C, respectively. What would be the number of electrons attached to these oil drops?","3, 7, 9","15, 35, 9","30, 70, 18","8, 16, 24",,b,,MCQ
2,Atomic Structure ,Assessment Test - III,,12,"In Millikan’s oil drop experiment, the charges of three oil drops ‘A’, ‘B’ and ‘C’ are 1.2 C, 2.8 C and 0.72 C, respectively. What would be the number of electrons attached to these oil drops?",16.9,17.2,16.29,16.5,,c,,MCQ
2,Atomic Structure ,Assessment Test - III,,13,"Hypothetical values of charge of electron, masses of proton and neutron are 3.2 × 10^−19&C, 8.35 × 10^−28& g and 8.6 × 10^−28& g, respectively. Calculate the specific charge of an a-particle.",5.6 x 10^9&C/Kg,3.8 x 10^8&C/Kg,1.9 x 10^8&C/Kg,0.95 x 10^9&C/Kg,,c,,MCQ
2,Atomic Structure ,Assessment Test - III,,14,"Complete the following reaction:
_____ → ~90*Y^230& + ~2*He^4&", ~91*X^231&, ~88*X^226&, ~92*X^230&, ~92*X^234&,,d,,MCQ
2,Atomic Structure ,Assessment Test - III,,15,Which of the following conditions is most suitable to be maintained in the discharge tube?,"High voltage, high pressure","High voltage, low pressure","Low voltage, low pressure","Low voltage, high pressure",,b,,MCQ
2,Atomic Structure ,Assessment Test - IV,,1,"Arrange the elements corresponding to the following atomic numbers in the increasing order of number of electrons in ‘M’ shell.
(A) 26             (B) 22             (C) 16              (D) 28             (E) 33",CBADE,CDABE,EBADC,EDABC,,a,,MCQ
2,Atomic Structure ,Assessment Test - IV,,2,"Arrange the following sets of orbits and species in the increasing order of energies.
(A) H atom, n = 2                          (B) He^+& ion, n = 2
(C) Li^+2& ion, n = 2                    (D) Be^+3& ion, n = 2",ADCB,DCBA,ABCD,DBAC,,b,,MCQ
