Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,The Fundamental Unit of Life,Multiple Choice Questions,,21,"The cell's ""garbage disposals"" are the:",lysosomes,peroxisomes,mitochondria,vacuoles,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,22,"What part of the cell does serve to process, package and export proteins?",Mitochondria,Endoplasmic reticulum,Nucleolus,Golgi apparatus,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,23,The physical basis of life is:,ectoplasm,protoplasm,nucleoplasm,endoplasm,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,24,Which out of the following is not a function of vacuole?,Storage,Providing turgidity and rigidity to the cell,Waste excretion,Locomotion,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,25,Coverslip is put on the mounted material on a slide very gently to:,avoid the crushing of mounted material,avoid the entry of air bubbles,avoid the oozing of stain,avoid the oozing of glycerine,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,26,Which of the following is incorrect pair?,Nucleus-Brain of the cell,Mitochondria-Power house of the cell,Chloroplast-Kitchen of the cell,Lysosome-Secretory granules,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,27,What part of the eell does serves as the intracellular highway?,Endoplasmic reticulum,Golgi apparatus,Cell membrane,Mitochondria,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,28,Chromosomes contain hereditary units called:,genes,ribosomes,DNA,RNA,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,29,A series of membrane-enclosed channels studded with ribosomes are called:,lysosomes,Golgi complex,rough endoplasmic reticulum,mitochondria,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,30,"The organelles that help the cell to use oxygen, and also contain a variety of enzymes that help the cell degrade rare biochemicals, among other things, are these:",lysosomes,peroxisomes,mitochondria,vacuoles,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,31,In the eukaryotic cell which one of the following is not a membranous compartment?,Nucleus,Ribosome,Vacuole,Lysosome,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,32,Which of the following helps in cell wall formation?,Nucleus,Golgi complex,Nucleolus,Endoplasmic reticulum,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,33,Protoplasm is:,true solution,suspension,colloidal solution,none of the above,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,34,Root hairs absorb water from soil through:,diffusion,imbibition,osmosis,All of these,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,35,Which organelle is usually found associated with the nucleus of the cell in animals?,Centrosome,Vacuole,Chromosome,Mitochondrion,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,36,One key function of nuclear pores is to:,allow cells to communicate with one another.,aid in the production of new nuclei.,allow molecules such as proteins to move into and out of the nucleus,form connections between different organelles,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,37,Which of the following statements is not true?,Both mitochondria and chloroplasts provide energy to cells in the same way.,Both mitochondria and chloroplasts have more than one membrane.,Only chloroplasts contain the pigment chlorophyll,Both animal and plant cells contain mitochondria,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,38,Which of the followings best describes the structure of the plasma membrane?,phospholipids sandwiched between two layers of proteins,proteins embedded in two layers of phospholipid,a layer of protein coating a layer of phospholipid,phospholipids embedded in two layers of protein,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,39,Which of the following processes causes substances to move across membranes without the expenditure of cellular energy?,Endocytosis,Exocytosis,Active transport,Diffusion,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,40,Choose the best definition of 'diffusion'.,Passive movement from an area of greater concentration to one of lesser concentration,Active movement from an area of greater concentration to one of lesser concentration.,Passive movement from an area of lesser concentration to one of greater concentration,Active movement from an are of lesser concentration to one of greater concentration,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,41,Cell to cell contact in plant cells is maintained through:,tight junctions,desmosomes,interdigitations,plasmodesmata,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,42,Cyanobacteria have:,a well-defined nucleus and chloroplast,a well-defined nucleus but no chloroplast,incipient nucleus and vesicles containing chlorophyll,incipient nucleus but no chloroplast or pigment,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,43,Which of the following could be found in both the nucleus and the cytoplasm?,Nucleolus,Ribosomes,RNA,Both (a) and (c),,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,44,Which of the following structures has 9+2 arrangement?,Flagella,Ribosome,Mitochondria,Golgi apparatus,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,45,Suggest which among the following is NOT a function attributed to endoplasmic reticulum.,Detoxification of poisons and drugs,Digestion/ egestion of foreign materials outside the cell,Manufacture of fat and lipid molecules,Biogenesis of membranes,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,46,Two sisters looked exactly same. This may be due to:,mitochondrial DNA,genes,nucleoli and nuclei,genes and RNA,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,47,Mitochondria are not found in:,human RBC,human liver cell,human nerve cell,All of these,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,48,Which of the cell organelle takes part in the formation of acrosome?,Nucleus,Chromosome,Golgi complex,Mitochondria,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,49,Human cheek cells are commonly stained with,methylene blue,safranin,acetocarmine,eosine,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,50,Name the stain which is comnmonly used to study plant cells:,Methylene blue,Cotton blue,Safranin,Acetocarmine,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,51,"When a plant cell is treated by cellulose and pectinate enzymes, which of the following is formed?",Chloroplast,Leucoplast,Protoplast,None of these,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,52,Transport proteins are required for-,diffusion,osmosis,facilitated transport,facilitated transport and active transport,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,53,"In a prokaryotic cell:
i) enveloped genetic material is present.
ii) ribosomes are absent.
iii) an organised nucleus is absent.
The correct option is :",Only (i),Only (ii),Only (iii),All of the above,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,54,Mesosomes were taken as:,Golgi bodies,Plastids,Mitochondria,Endoplasmic reticulum,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,55,Select incorrect statement about inclusion bodies in prokaryotes?,These represent reserve food material.,These are membrane bound bodies,These are found free in the cytoplasm of prokaryotic cels.,"Phosphate granules, cyanophycean granules and glycogen granules are examples of inclusion bodies.",,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,56,"Order the following terms in a way that depicts how membranes are likely to move through the cell :
(i)  ER    (ii)  Nuclear envelope   (iii) Golgi Apparatus   (iv) Vesicle
(v)  Plasma membrane","(i), (ii), (iii), (iv), (v)","(i), (iv), (ii), (iv), (iii), (iv), (v)","(ii), (iii), (i), (iv), (v)","(ii), (i), (iv), (iii), iv). (v)",,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,57,"Lysosomes are specialised vesicles in ______ that contain digestive enzymes for the breakdown of food. A related organelle known as a vacuole, which is found in ________ also contains enzymes but in addition may act as a storage organelle for nutrients or water.",animals; plants and fungi,plants; animals and fungi,fungi: animals and plants,plants and fungi; animals,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,58,"Which of the following is not the function of cell wall?
(i) Provides shape to the cell.
(ii) Protects the cell from mechanical damage and injection.
(iii) Helps in cell-to-cell interaction.
(iv) Provides barrier to undesirable macromolecules.",Only (i),Only (iv),"Only (ii), (iii) and (iv)",None of these,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,59,"A segment of DNA contains 1200 nucleotides, of which 200 have adenine base. How many cytosine bases are present in this segment of DNA?",100,200,400,800,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,60,Which one of the following statements about cell organelles and their function is correct?,Mitochondria are associated with anaerobic respiration.,Smooth endoplasmic reticulum is involved in protein synthesis,Lysosomes are important in membrane biogenesis,Golgi bodies are involved in packaging and dispatching of materials,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,61,The process in which water molecules moves from a high concentration to a region oflow water concentration through a semi-permeable membrane is known as:,osmosis,transpiration,diffusion,None of the above,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,62,Mitochondria are strange organelles as they have their own:,nucleus,DNA,ribosome,Both (b) and (c),,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,63,"The organelle which is primarily associated with storage of starch, oil and proteins etc are",Leucoplasts,Inner membrane of Mitochondria,ndoplasmicreticulum,Ribosomes,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,64,The plasma membrane of the cells is mainly composed of :,Sugars and lipids,Proteins and sugars,Proteins and Lipids,Sugas and fats,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,65, The smooth endoplasmic reticulum helps in the manufacture of:,lipids,glycogen,sugars,proteins,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,66,Chromosomes are classified based on the position of centromere. A chromosome having a terminal centromere is called,metacentric,telocentric,ub-metacentric,acrocentric,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,67,Eukaryotic organisms have different levels of organisation. Select the combination where the levels are arranged the descending order.,"DNA, chromosome, cell, nucleus, tissue","Tissue, cell, nucleus, chromosome, DNA","Nucleus, cell, DNA, chromosome, tissue","Tissue, cell, chromosome, nucleus, DNA",,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,68,Which one of the following combinations of biomolecules is present in the ribosomes?,"RNA, DNA and protein","RNA, lipids and DNA",RNA and protein,RNA and DNA,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,69,Which of the following organism does not follow 'Cell Theory'?,Bacteria,Virus,Fungi,Plants,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,70,Identify the process that requires ATP energy in order to take place,Osmosis,Diffusion,Facilitated transport,Active transport,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,71,Glycoproteins are formed in which one of the following organelles?,Peroxisome,lysosome,Golgi apparatus,Mitochondria,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,72,"In meiosis, each of the four daughter cells has one set of chromosomes. Due to randomness of process of chromosome separation in meiosis, large number of chromosome combinations can form gametes. How many such chromosome combinations in the gametes are possible in case of humans, assuming there is no crossing over taking place?",2^22&,2^23&,2^46&,2^34&,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,73,Choose one of the following alternative statements given below which correctly explains the process of osmosis.,Movement of water from regions of concentrated sugars to dilute solutions,The passage of solute from weak solution to strong solution through a selectively permeable membrane.,A passive transport of a solvent through a selectively permeable membrane from a region of low solute concentration to a region of high solute concentration,An energy dependent transport of a solvent through a selectively permeable membrane from a region of low solute concentration to a region of high solute concentration.,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,74,Which of the following cell organelles do not have double membrane?,Nucleus,Mitochondria,Lysosome,Plastid,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,75,Starch is stored in,Aleuroplast,Amyloplast,Chromoplast,Chloroplast,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,76,Ribosomes are the centre for:,Lipid synthesis,Protein synthesis,Photosynthesis,Respiration,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,77,Which cell organelles are capable of foming their own proteins?,Mitochondria,Golgi apparatus,Plastids,Both (a) and (e),,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,78,"A plant cell, an animal cell and a bacterial cell share the following structure features","Cell membrane, Endoplasmic reticulum and Vacuole","Cell wall, Plasma membrane, Mitochondria","Cell wall, Nucleus and Cytoplasm","Plasma membrane, Cytoplasm, Ribosomne",,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,1,A bacterium has a generation time of 50 minutes. A culture containing 10^8& cells per mL is incubated for 300 minutes. What will be the number of cells after 300 minutesS,64 x 10^3& cells,6.4 x 10^8& cells,64 x 10^9& cells,6.4 x 10^9& cells,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,2,"According to widely accepted ""Fluid mosaic model"", cell membranes are semi-fluid, where lipids and integral proteins can diffuse randomly. In recent years, this model has been modified in several represents. In this regard, which of the following statements is ineorrect?",Proteins in cell membranes can travel with in the lipid bilaye,Proteins can also undergo flip-flop movements in the lipid bilayer,Proteins can remain confined within certain domains of the membrane,Many proteins remain completely embedded within the bilayer,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,3,"If a red blood cell (interior concentration of 0.9% salt) was placed into a test tube of 10% salt, what would happen to the red blood cell?",It would fill with water and burst.,Nothing - the solution is isotonic to the interior of the red blood cell.,The red blood cell would shrink as it loses water to the salt solution in the test tube.,None of these,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,4,Eukaryotic cells are thought to be derived from prokaryotic cells that underwent phagocytosis without digestion of the phagocytised cell. This mutualistic relationship is explained by the:,Endosymbiotic theory,Cell theory,Evolutionary theory,Parasite theory,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,5,Centrioles and centrosomes are present in cells of:,Bacteria,Cyanobacteria,Green plants,Animals,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,6,Function of centriole is:,Formation of spindle fibres,Formation of nucleolus,Initiation of cell division,Formation of cell plate,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,7,Which cellular structure helps in transferring genetic information from one generation to another?,W,X,Y,Z,CH-1-7-ROW-115,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,8,"Which function is carried out by the cell organelle 'X""?",Helps control the movement of substance in and out of the cell,Passes information from the parent cell to newly formed cell,Maintains the proper shape of the cell and serves as a protective barrier,Helps the cell to make food with the help of chlorophyll and sunlight,CH-1-7-ROW-115,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,9,Which among the following stated that nucleus arises from the pre-existing nucleus by division and also discovered cell division and mitosis?,Rudolf Virechow,Robert Brown when worked on orchid root cells,Strasburger,J. Hammerling for Acetabularia,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,10,"Which of the following depicts the fundamental features of cell theory?
i) All cells share similar chemistry and physiology
ii) All living organisms are composed of cells and their products
iii) Each cell is made up of a small mass of protoplasm containinga nucleus inside and a plasma membrane with or without a cell wall outside
iv) Activities of an organism are the sum total of activities and interaction of its constituent cells.
Correct option regarding the statement is",Only (i) is correct,(ii) and (iii) are correct,(i). (iii) and (iv) are correct,All are correct,,d,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,11,Select the incorrect option.,Anton von Leeuwenhoek first saw and described a live cell.,Robert Brown later discovered the nucleus.,Unicellular organisms are incapable of independent existence.,All of the above,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,12,The main site for dark reaction of photosynthesis is:,Stroma,Grana,Intergrana,Mitochondria,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,13,Stroma in the chloroplasts of higher plant contains:,light-independent reaction enzymes,Light-dependent reaction enzymes,Chlorophyll,None of these,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,14,The ultimate gain of light reaction is:,ATP& NADPH~2*,NADPH~2*,Only ATP,Only 0~2*,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,15,The two strands of DNA are held together by:,peptide bonds,phosphodiester bonds,hydrogen bonds,S-S bonds,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,16,Which of the following is corect for Watson and Crick's model of DNA. It is duplex with:,10 base pairs and 3.4 nm distance for every turn,10 base pairs and 0.34 A distance for each tum of spiral,20 base pairs and 34 A for each turn.,None of the above,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,17,Double hydrogen bonds occur in DNA between:,adenine and thymine,uracil and thymine,adenine and guanine,thymine and cytosine,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,18,Maximum formation of RNA occurs in:,Cytoplasm,Nucleoplasm,Nucleolus,Ribosome,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,19,"In DNA, base pairing occurs as:",thymine with adenine and cytosine with cytosine,adenine with thymine and cytosine with guanine,thymine with cytosine and guanine with adenine,adenine with cytosine and guanine with thymine,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,20,DNAis not present in:,Ribosomes,Nucleus,Mitochondria,Chloroplast,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,21,Balbiani rings are the sites of:,Nucleotide synthesis,Polysaccharide synthesis,RNA and protein synthesis,Lipid synthesis,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,22,The structures that are formed by stacking of organised flattened membranous sacs in the chloroplasts are,Grana,Stroma lamellae,Stroma,Cristae,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,23,Match the columns and identify the correct option,A-Ill; B - IV; C-I; D - II,A-III; B- I;C-IV; D- II,A-Ill; B - IV; C- II; D - I,A-IV; B - IlI; C-I; D-II,,a,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,24,Microtubules are the constituents of:,"Cilia, flagclla and peroxisomes","Spindle fibres, centrioles and cilia","Centrioles, spindle fibres and chromatin","Centrosome, nucleosome and centrioles",,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,25,Which of the following cell organelles is responsible for extracting energy from carbohydrates to form ATP?,Ribosome,Chloroplast,Mitochondrion,Lysosome,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,26,Which of the following is true for nucleolus?,Larger nucleoli are present in dividing cells.,It is a membrane-bound structure,It is a site for active ribosomal RNA synthesis,It takes part in spindle formation,,c,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,27,Which of the following is not a product of light reaction of photosynthesis?,ATP,NADH,Oxygen,NADPH,,b,,MCQ
1,The Fundamental Unit of Life,Multiple Choice Questions,,28,The shorter and longer arms of a submetacentric chromosome are referred to as:,S-arm and I-arm respectively,p-am and q-arm respectively,q-arm and p-arm respectively,m-am and n-arm respectively,,b,,MCQ
