Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Crop Production and Management,Multiple Choice questions,Level - 1,15,Which of the following methods of cultivation causes salinisation of soil?,Transplantation,Crop Rotation,Excessive irrigation,Broadcasting,,c,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,16,Which among the following is not the characteristic of a manure?,"Manure is not readily soluble in water, thus it is absorbed by plants slowly.",Manure is not nutrient specific. It only removes the general deficiency of soil.,These are rich in humus but not in inorganic nutrients.,These are inorganic salts made by humans.,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,17,Sprinkler system of irrigation is very advantageous because it,helps the fields to get water logged,controls the water supply,increases the evaporation of water,decrease the fertility of soil.,,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,18,The advantage of ploughing is that it,allows the penetration of roots of plants,helps in proper aeration and eradicates weeds,promotes the growth of useful soil bacteria,All of these,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,19,A farmer sows beans in his fields after harvesting a crop of wheat. The agricultural practice he is following is,Crop rotation,Multiple cropping,Field fallow,Mixed cropping,,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,20,The method which enables us to select better and healthy seedlings for cultivation in rice is,Transplantation,Boradcasting,Drilling,All of these,,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,21,Which of the following statements is not true for chemical fertilisers?,They are nutrient specific,They are readily soluble in water,They provide organic matter (humus) to the soil.,Overuse of chemical fertilisers pollutes the soil.,,c,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,22,Fertilisers are the chemicals rich in,,,,,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,23,The crop that requires more irrigation is,Wheat,Rice,Maize,Jowar,,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,24,"""Agent Orange"" contains",MCPA and dalapon,"2, 4, 5-T and dioxin",MCPA and dioxin,"Butachlor and 2, 4-D",,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,25,Rodenticides are,Chemicals used to kill insects,Chemicals used to kill rats,high quality fertilizers,Chemicals used to kill presistent weeds,,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,26,Ploughing helps in,Loosening of soil,Distribution of nutrients,removgal of microorganisms,None of these,,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,27,Removing chaff from the grains is called,Weeding,Threshing,Harvesting,Winnowing,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,28,Which of the following is a rabi crop?,Groundnut,Maize,Wheat,Sugarcane,,c,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,29,Which of the following crop's seedlings need to be transplanted?,Wheat,Potato,Mustard,Rice,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 1,30,Hoe is a simple tool used for,Weeding,Ploughing,Seed sowing,Both (a) and (b),,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,31,Biofertilisers are,microorganisms used to increase the fertility of the soil,manures added to soil,biochemicals added to soil,None of these,,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,32,The common weed which grows along with every crop is,Chenopodium,Amaranthus,Convolvulus,Nerium,,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,33,Buffer stock refers to,the grains stocked for emergencies,the grains to be exported,the grains having high nutritive value,the grains having low nutritive value.,,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,34,Green manure is formed by,decomposing green plants,decomposing algae,ploughing of leguminous plants into the soil,decomposition of the dead plants and animal wastes.,,c,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,35,Kalyan Sona is a high yielding variety of,Rice,Wheat,Maize,None of these,,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,36,Organic farming is a,"farming with minimal or no use of chemical fertilisers, pesticides, etc.",farming system where organic compounds are used,"farming system in which organic manures, biofertilisers, biopesticides, etc, are used",Both (a) and (b),,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,37,"Read the statements given below:
i)   It is the science or practice of g+rowing crops.
ii)  It covers all the activities connected with cultivation.
iii) It covers all the activities of animals for food.
Which of the following corresponds to the given statements?",Animal husbandry,Horticulture,Agriculture,Nurseries,,c,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,38,"The use of machinery in agriculture helps to
i)   increase the quantity of crop yield
ii)  get the job done faster
iii) reduce the dependency on human and animal labour",(i) and (ii),(i) and (iii),(ii) and (iii),"(i), (ii) and (iii)",,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,39,"Which of these is the correct sequence of steps to develop a new plant variety?
P - Evaluation
Q - Multiplication of improved seeds
R - Selection
S - Distribution of improved seeds
T - Development of gene variation","T, R, P, Q, S","R, T, P, Q, S","S, Q, P, R, T","P, Q, R, T, S",,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,40,"Which practices are examples of an integrated cultivation system?
i)  Breeding livestock on oil palm plantations
ii) Breeding small fish in paddy fields
iii) Planting many types of crops in a small area",(i) and (ii),(i) and (iii),(ii) and (iii),"(i), (ii) and (iii)",,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,41,"Which of the given methods of cultivation will result in loss of soil fertility?
i)  Crop rotation
ii) Shifting cultivation
iii) Excessive use of chemical fertilisers",(i) and (ii),(i) and (iii),(ii) and (iii),"(i), (ii) and (iii)",,c,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,42,Transferring and combination of desirable characteristic features into plants and then multiplying them are involved in,Eugenics,Plant breeding,Genetic engineering,Crop improvement,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,43,The ill effect of green revolution is,improvement in economic condition of farmers,development of agriculture as an industry,"dependence on fertilisers, weedicides and pesticides",wiping out hunger and starvation,,c,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,44,"Arrange the following agricultural practices in the correct order.
sowing, manuring, irrigation, harvesting, ploughing and levelling","ploughing, sowing, levelling, harvesting, manuring and irrigation","plough.i ng, levelling, irrigation, sowing manurmg and harvesting","ploughing, irrigation, sowing manuring harvestmg and levelling","ploughing, levelling, sowing, manuring irrogation and harvesting",,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,45,Hoticulture is,"production of vegetables, fruits and flowers",production of plantation crops,production of improved variety of seeds,production of cereal crops.,,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,46,"To prevent seed-borne diseases, the see d s must be",sown at right depth,spaced at right intervals,sown in highly wet soil,treated with fungicide solutions,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,47,Match the column I with column II and select the correct option from the codes given below.,"A - (i), B - (ii), C - (iii), D - (iv)","A - (iv), B - (i), C - (ii), D - (iii)","A - (iv), B - (iii), C - (ii), D - (i)","A - (iii), B - (iv), C - (i), D - (ii)",CH-1-47,b,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,48,Which of the following is not a traditional method of irrigation?,Chain pump,Rahat,Moat,Sprinkler,,d,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,49,Father of green revolution in India is,M.S. Swaminathan,Birbal Sahani,J.L. Nehru,Indira Gandhi,,a,,MCQ
1,Crop Production and Management,Multiple Choice questions,Level - 2,50,Agronomy is the study of,rearing and management of domesticated animals,developing new techniques for improving agricultural practices,"cultivation of fruits, vegetables and ornamental plants",Study of seeds,,b,,MCQ
1,Crop Production and Management,Assertion & Reason Type,Level - 3,1,"Directions : In each of the following questions, a statement of Assertion is given followed by a corresponding statement of Reason just below it. Of the statements, mark the correct answer as 

Assertion : Agriculture is the world's largest and most important industry. 
Reason : Today nearly half of world's and in India nearly 52% of workforce works in agriculture sector.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,a,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,2,"Assertion : When a large number of plants are grown at the same place for food, it is called a crop.
Reason : Wheat is the most important cereal · crop in the world, followed by rice and maize.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,b,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,3,"Assertion : Rabi crops are sown during June or July and harvested after monsoon.
Reason : Kharif crops are sown at the beginning of the winter season (October to December) and harvested by March and April.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,d,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,4,"Assertion : The process of loosening and turning the soil is called tilling or ploughing.
Reason : Loose soil traps lot of water which is used for absorption by roots.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,b,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,5,"Assertion : Horticulture is a branch ofagriculture that deals with the production of vegetables, fruits, flowers and decorative flowers.

Reason : Horticulture is similar to agriculture in many ways, but it is usually carried out on a smaller scale.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,b,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,6,"Assertion : Weeds are unwanted plants that grow along with the main crops.
Reason : Weeds compete with the main crops for water, minerals and sunlight and therefore reduce crop yield.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,a,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,7,"Assertion : Combine is the farm machine which is used for both harvesting and threshing.
Reason : After threshing, the grains have to be separated from the chaff.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,b,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,8,"Assertion : Sowing of seeds with seed drill is better than broadcasting.
Reason : In broadcasting, seeds are unevenly distributed in the field.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,a,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,9,"Assertion : Buffer stock is the extra stock of food grains which has to be maintained for emergency conditions.
Reason : For storage, extra moisture is removed by drying the food grains",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,b,,AR
1,Crop Production and Management,Assertion & Reason Type,Level - 3,10,"Assertion : Crop rotation is the method in which crops are rotated to 90 degrees.
Reason : Crop rotation is used by the farmers so that they can sell different types of crops every year.",If both assertion and reason are true and reason is the correct explanation of assertion.,If both assertion and reason are true but reason is not the correct explanation of assertion.,If assertion is true but reason is false.,If both assertion and reason are false.,,d,,AR
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,1,"Refer to the given graph  representingtwocropfields X and Y that have been treated by different types of materials for nutrient replenishment, keeping other environmental factors same.
Select the incorrect statements regarding these crop fields X and Y.",Materials used for treating crop field X could be organic substances while those used for Y could be inorganic substances.,"Materials used for crop field X are nutrient specific while those used for crop field Y
are not nutrient specific.",Gradual decline in yield of crop field Y is due to killing of useful soil microbes.,Persistent yield of crop field X is due to replenishment of nutrients by gradual decomposition of organic matter.,CH-1-1-Row-62,b,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,2,"Which of the following statements are correct?
i) Water logging increases the amount of salt in the soil that reduces soil fertility.
ii) 2, 4-D, MCPA and butachlor are common weedicides.
iii) Leguminous crops (like pea and beans) cannot be grouped in combination with cereals (like wheat and rice) under mixed cropping as both use large amount of nitrogen from the soil.
iv) Manures provide specific nutrients to the soil.
v) Paddy, maize, cotton and groundnut are examples of kharif crops while wheat, gram, pea and mustard are examples of rabi crops.","(i), (iv) and (v) only","(ii), (iii), (iv) and (v) only","(i), (ii) and (v) only","(i), (ii), (iii) and (iv) only",,c,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,3,"Given below is a list of few chemicals that are used for protection of crops.
How many of these are used as insecticides?",3,4,2,5,CH-1-3-Row-64,a,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,4,"Following are the differences between manures and fertilisers.
Which of the given differences are incorrect?",(ii ) and (v) only,"(i), (ii) and (v) only",(iii) and (iv) only,"(i), (iii) and (v) only",CH-1-4-Row-65,a,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,5,"The given box shows some rabi and kharif crops. Identify these crops and select the option that correctly categorises them.
Sugarcane, Cotton, Mustard, Maize, Sorghum, Linseed, Barley, Groundnut, Wheat, Chickpea, Soybean","Rabi- Wheat, Barley, Linseed, Cotton, Maize Kharif - Sugarcane, Mustard, Groundnut, Soybean, Chickpea, Sorghum","Rabi - Mustard, Linseed, Barley, Wheat, Chickpea
Kharif - Sugarcane, Cotton, Maize, Sorghum, Groundnut, Soybean","Rabi - Sugarcane, Linseed, Groundnut, Wheat, Soybean
Kharif-Mustard, Cotton, Barley, Sorghum, Chickpea, Maize","Rabi- Wheat, Barley, Sugarcane, Sorghum, Chickpea
Kharif - Linseed, Soybean, Mustard, Cotton, Groundnut, Maize",,b,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,6,Honeybee culture is known as,silviculture,apiculture,sericulture,pisciculture.,,b,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,7,The nutritive element found in large amount in soybean and pulses is,fat,carbohydrate,Mineral,protein,,d,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,8,Which revolution played important role in the production of new varieties of food crops?,White revolution,Red Revolution,Green revolution,None of these,,c,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,9,The crop that would require minimum quantity of urea for its growth is,Blackgram,Paddy,Sugarcane,Groundnut,,d,,MCQ
1,Crop Production and Management,Olympiad / HOTs corner,Level - 3,10,Organic farming is the technique of raising crops through the use of,Manure ,Biogertilisers,Resistant varieties,All of these,,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,1,Penicillin is obtained from a/an,alga,protozoan,virus,fungus,,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,2,Bacterium responsible for the curdling of milk is,Lactobacillus,E. coli,Rhizobium,Plasmodium.,,a,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,3,Aedes and Anopheles are,Bacteria,protozoans,algae,None of these,,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,4,Amoeba is a/an,Virus,Alga,Protozoan,Bacterium,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,5,Cocci are ____ shaped bacteria.,Rod,Round,Spiral,Comma,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,6,Mushrooms are,Algae,Bacteria,Fungi,None of these,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,7,Which of the following is the smallest microorganism?,Alga,Bacterium,Protozoan,Virus,,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,8,Bacteria are ___ organisms.,Single celled,Multicellular,Non-Cellular,None of these,,a,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,9,Algae are autotrophs because they,carry out anaerobic respiration,can manufacture their own food,feed on dead organisms,feed on other living organisms.,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,10,Orange mould grows on,Butter,Bread,Chapattis,Oranges,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,11,Microorgani. sm s which cause diseases are called,Antigens,Antibodies,Pathogens,Vectors,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,12,Which of the following act as a host for the virus which causes dengue fever?,Mosquitoes,Houseflies,Rats,Humans,,a,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,13,Ringworm can be prevented by,vaccination,vector control .,improving personal hygiene,using antibiotics,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,14,Tuberculosis spreads by,mosquitoes,houseflies,contaminated water,droplets of sneeze and cough,,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,15,Which of the following bacteria can live symbiotically?,Rhizobium,Nitrosomonas,Azotobacter,Clostridium,,a,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,16,Cholera is caused by,Streptococcus,Clostridium,Pasteurella,Vibrio.,,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,17,Fungi can be distinguished by,absence of chlorophyll,presence of chitin in cell wall,presence of plastids,Both (a) and (b),,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,18,Which one of the following produces antibiotics?,Mucor,Rhizopus,Penicillium,Agaricus,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,19,Study of fungi is known as,Phycology,Mycology,Ecology,None of these,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,20,Pasteurisation is a method invented by,Edward Jenner,Alexander Fleming,Louis Pasteur,Robert Koch,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,21,Algae differ from fungi in being,heterotrophic,autotrophic,parasitic,sporophytic,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,22,The transmission and infection of Entamoeba histolytica is through,mosquito bite,bird droppings,contaminated food and water,sweat.,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,23,Bacterial virus is called,cyanophage,bacteriophage,mycophage,proteophage.,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,24,Common cold is a,bacterial disease,viral disease,protozoan disease,algal disease,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,25,The vector of malaria in humans is,Culex,Aedes,Anpheles,All of these,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,26,Which of the following inv-olves the use of microorganisms?,Production of chemical fertilisers,Production of fireworks,Production of antibiotics,None of these,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,27,What is caused by the harmful effects of certain microorganisms?,Frrmentation of glucose,Food poisoning in humans,Heart disease in humans,Production of antibiotics,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,28,Malaria is caused by a,Virus,Fungus,Protozoan,Bacterium,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,29,The branch of biology which deals with the study of microorganisms is called,Botany,Zoology,Microbiology,Genetics,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 1,30,These organisms have an ability to help in  recycling of nutrients. Which organisms are these?,Bacteria,Diatoms,Viruses,Algae,,a,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,31,Which statement about pathogens is true?,All pathogens are non-parasitic,All microorganisms are pathogens,All pathogens are harmful to humans.,All pathogens are beneficial to humans.,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,32,Mushroom grows on,Sandy soil,Wet soil,Dry Soil,All of these,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,33,Bacterium present in root nodules of pea is,Lactobacillus,E. coli,Rhizobium,Plasmodium.,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,34,Which of the following statements describe a bacteriophage correctly?,It is a bacterium which causes diseases in plants.,It is a type of virus which attacks bacteria.,It is a bacterium which kills viruses,It can multiply inside both living and non-living cells.,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,35,"At 37^0&C and in damp conditions, bacteria reproduce easily through",Budding,Binary fission,Conjugation,Spore formation,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,36,"Which of the following characteristics is/are true for a virus?
I.  It has a nucleus.
II. It reproduces only in living cells.
III. It contains either DNA or RNA.",I Only,I and III,II and III,"I, II and III",,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,37,"When fungal spores land on a piece of bread left on a table then after a few days, the bread becomes mouldy. What conditions favour the
growth of the fungus?
I. The presence of food
II. The moist temperature
III. The absence of water",I Only,I and II,II and III,"I, II and III",,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,38,Which of the following microorganisms play important roles in maintaining the balance of nitrogen gas in the atmosphere?,Viruses,Bacteria,algae,Protoza,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,39,Which process takes place when yeast is added to grape juice and left for a week?,decomposing ,Fermentation,Distillation,Oxidation,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,40,"Microorganisms are used in biotechnology or genetic engineering for
I. the production of bioplastic
II. the production of hormones
III. gene therapy",II Only,II and III,I and III,"I, II and III",,d,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,41,Trypanosoma brucei causes,infection,amoebic dysentery,sleeping sickenss,None of these,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,42,"Mosquitoes are vectors for
I.  Dengue fever            II.  Maleria        III.  Cholera",I Only,I and II,II and III,"I, II and III",,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,43,"It is caused by a protozoan. It causes fever and can cause anaemia'.
The above information describes the disease named",Cholera,Malaria,Filariasis,Hepatitis B,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,44,Which of the following statement is incorrect for the given figure?,It is single celled and possesses nucleus.,It has parasitic nutrition,It reproduces asexually by binary fission,It lacks cell wall and is pleomorphic,CH-2-44,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,45,Bread mould is the common name of,Batrachospermum,Rhizopus,Agaricus,Fusarium.,,b,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,46,Spraying of oil on stagnant water controls malaria because the,oil kills malarial parasites in mosquitoes,water becomes too dirty for mosquitoes,mosquito larvae cannot breathe,None of these,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,47,Viruses are made of,Lipoprotein,Glycosides,Nucleoprotein,Lipids,,c,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,48,The most important character which suggests that viruses are living is that,viruses multiply only in living host,their crystals have a definite shape,viruses grow in size,viruses may be crystallised,,a,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,49,Which of the following is matched correctly in the table given below?,I Only,I and II,I and III,II and III,CH-2-49,a,,MCQ
2,Microorganisms : Friend and Foe,Multiple Choice questions,Level - 2,50,Which of the following is a correctly matched pair of useful microorganisms and their activities?,I Only,I and II,II and III,"I, II and III",CH-2-50,b,,MCQ
2,Microorganisms : Friend and Foe,Assertion & Reason Type,Level - 2,1,"Direction : In each of the following questions, a statement of Assertion is given followed by a corresponding statement of Reason just below it. Of the statements, mark the correct answer as
Assertion : Fungi are heterotrophic.
Reason : They lack chlorophyll.",If both assertion and reason are true and reason is the correct explanation of assertion.,"If both assertion and reason are true but reason is not the correct explanation of assertion,",If assertion is true but reason is false.,If both assertion and reason are false.,,a,,AR
2,Microorganisms : Friend and Foe,Assertion & Reason Type,Level - 2,2,"Assertion : The parasitic fungi cause a number of diseases in plants.
Reason : Fungi are involved in nutrient cycling.",If both assertion and reason are true and reason is the correct explanation of assertion.,"If both assertion and reason are true but reason is not the correct explanation of assertion,",If assertion is true but reason is false.,If both assertion and reason are false.,,b,,AR
2,Microorganisms : Friend and Foe,Assertion & Reason Type,Level - 2,3,"Assertion : Budding occurs in yeast.
Reason : Budding is similar to the fission process of bacteria.",If both assertion and reason are true and reason is the correct explanation of assertion.,"If both assertion and reason are true but reason is not the correct explanation of assertion,",If assertion is true but reason is false.,If both assertion and reason are false.,,c,,AR
2,Microorganisms : Friend and Foe,Assertion & Reason Type,Level - 2,4,"Assertion : Penicillium yields penicillin.
Reason : Penicillium causes soft rot disease of citrus fruits.",If both assertion and reason are true and reason is the correct explanation of assertion.,"If both assertion and reason are true but reason is not the correct explanation of assertion,",If assertion is true but reason is false.,If both assertion and reason are false.,,b,,AR
