Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Matter and Its classification,Further Practice,Multiple Choice Questions,4,A saturated salt water solution was heated and allowed to cool without adding any more salt.  What will happen?,Some salt appears to settle at the bottom,Some more salt can be dissoleve now,No change takes place,Both A and B,,C,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,5,Which of the following statement is NOT true?,A mixture of water and milk can be seaparated by filtration,A mixutre of powdered salt and sugar can be separated by fractional crystallisation,Loading is a process which involves alum,Salt from sea water is obtained by evaporation,,A,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,6,Which of the following is an example of a solid-in-gas mixture?,Soil,Smoke,Moisture,Dew,,B,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,7,"Sugar syrup, usually used to coat sweets with sugar, becomes hard when cooled. From this we can conclude that sugar syrup is :",A saturated solution,an unsaturated solution,Not a solution,None of these,,A,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,8,Filtration as a method of separation can be used for mixtures that are,Homogeneous and liquid-in-gas mixtures,Homogeneous and liquid-in-liquid mixtures,Homogeneous and solid-in-liquid mixtures,Heterogeneous and solid-in-liquid mixtures,,D,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,9,Which changes of state occur during distillation?,Boiling followed by filtration,Boiling followed by condensation,Condensation followed by boiling,Filtration followed by boiling,,B,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,10,Two miscible liquids having different boiling points can be separated by,Sublimation,Evaporation,Fractional distillation,Loading,,C,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,11,To separate the solids which are insoluble in liquids such that solid is heavier then liquid.,Sedimentation and decantation,Evaporation and Condensation,Filtration,Condensation and Crystallisation,,A,,MCQ
1,Matter and Its classification,Further Practice,Multiple Choice Questions,12,Which of the following pair of gases cannot be separated by diffusion method?,SO~2* and H~2*,CO~2* and N~2*O,NH~3* and N~2*,CO~2* and H~2*,,B,,MCQ
1,Matter and Its classification,Further Practice,Multiple Answer Questions,1,Napthalene and iron filings can be separated by the method of,Solvent extration,Sublimation,Magnetic separation,Filtration,,"A, B, C",,MAQ
1,Matter and Its classification,Further Practice,Multiple Answer Questions,2,Choose the correct statement from the following,Oil is miscible in water,Fractional distillation is a method used for separating homogeneous mixture of two liquids,All pur substances are homogeneous in nature,The constituent elements of a compound can be separated only by chemical reactions.,,"B, C, D",,MAQ
1,Matter and Its classification,Further Practice,Multiple Answer Questions,3,Which of the following is not miscible in alcohol?,Water,Petrol,Diesel,Kerosene,,"B, C, D",,MAQ
1,Matter and Its classification,Further Practice,Multiple Answer Questions,4,Choose the correct statement from the following,Liquor ammonia and soda water are examples of liquid-gas type mixtures,Mixture of coconut oil and water can be separated using separating funnel.,A mixture of iodine and sulphur can be separated using magnetic separation.,A mixture of sand and sawdust can be separated using solvent extration.,,"A, B",,MAQ
1,Matter and Its classification,Further Practice,Multiple Answer Questions,5,Choose the correct statement from the following,Constitutents of ink can be separated by a technique known as chromatography,By the method of diffusion a mixture helium and sulphur dioixde can be separated,A mixture of barium sulphate and water can be separated using filtration,A mixture of sand and iron can be separated by sublimation.,,"A, B, C",,MAQ
1,Matter and Its classification,Further Practice,Assertion and Reason type questions,1,"Assertion : A mixture ammonium chloride and sand can be separated using sublimation.
Reason : Ammonium chloride on heating converts from solid to gas directly",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,A,,AR
1,Matter and Its classification,Further Practice,Assertion and Reason type questions,2,"Assertion : The constituents of petroleum can be separated using fractional distillation.
Reason : Fractional distillation is a method of separating heterogeneous liquid - liquid mixtures",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,C,,AR
1,Matter and Its classification,Further Practice,Assertion and Reason type questions,3,"Assertion : All homogeneous substances are pure.
Reason : Alloys are homogeneous mixture of solids.",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,D,,AR
1,Matter and Its classification,Further Practice,Assertion and Reason type questions,4,"Assertion : A mixture of hydrogen and sulphur dioxide gas can be separated using a method of diffusion.
Reason : Diffusion is a method of separation by which two gases with greater difference in their densities are separated.",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,A,,AR
1,Matter and Its classification,Further Practice,Assertion and Reason type questions,5,"Assertion : Carbon dioxide and water can be separated by using a method known as chromatography.
Reason : Chromatography is a method of separation based on the principle that the solubility of a gas in a liquid decreases with increase in temperature.",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,D,,AR
1,Matter and Its classification,Further Practice,Section-C-Previous Contest Questions,1,Ammonium chloride is separated from a mixture of sodium chloride and ammonium chloride by the process of,Evaporation,Sublimation,Fractional distillation,Filtration,,B,,MCQ
1,Matter and Its classification,Further Practice,Section-C-Previous Contest Questions,2,"When sodium hydroxide is added to ferric chloride solution, a reddish brown precipitate is formed.  The precipitate is separated from the mixture by the process of ",Evaporation,Sublimation,Filtration,Fractional distillation,,C,,MCQ
1,Matter and Its classification,Further Practice,Section-C-Previous Contest Questions,3,Benzene and water can be separated by,Separating funnel,Sublimation,Fractional distillation,Filtration,,A,,MCQ
1,Matter and Its classification,Further Practice,Section-C-Previous Contest Questions,4,Pure iodine can be obtained by the process of,Evaporation,Sublimation,Fractional distillation,Filtration,,B,,MCQ
1,Matter and Its classification,Further Practice,Section-C-Previous Contest Questions,5,Greasy spots can be removed from clothes by,Evaporation,Sublimation,Fractional distillation,Dissolving in a suitable solvent,,D,,MCQ
2,Language of chemistry,Summative Exercise,Fill in the Blanks,1,The Compound IF~7* is named as __________.,,,,,,Iodine Heptafluoride,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,2,Stannous ion is represented as __________.,Sn^2+&,Sn^1+&,Sn^-2+&,Sn^3+&,,A,,MCQ
2,Language of chemistry,Summative Exercise,Fill in the Blanks,3,The symbol of tungsten is ___________,,,,,,W,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,4,The valency of chlorine atom is taken as the __________ and this value is taken as the standard.,,,,,,1,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,5,Magnesium bromide is a salt of __________,,,,,,Binary Acid,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,6,The valency of iron of FeCl~3* is __________,,,,,,3,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,7,The oxidation number of manganese in KMnO~4* is ___________,,,,,,+7,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,8,Zinc phosphate is a salt of ___________,,,,,,An oxy acid,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,9,A salt of binary acid H~2*S in MS. The valency of metal is ________,,,,,,2,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,10,The symbol of Sb stands for _________,,,,,,Antimony,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,11,The oxidation state of nitrogen in ammonia molecule is ________,,,,,,-3,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,12,The valency of hydrogen phosphate radical is ______________,,,,,,2,,FIB
2,Language of chemistry,Summative Exercise,Fill in the Blanks,13,Plumbous ion is represented as ________,Pb^-2&,Pb^+1&,Pb^+2&,Pb^2&,,C,,MCQ
2,Language of chemistry,Summative Exercise,Fill in the Blanks,14,2K~2*Cr~2*O~7* + 8H~2*SO~4* -> 2K~2*SO~4* +__________ + SO~2*.,2Cr~3*(SO~4*)~3* + 8H~2*O,2Cr~2*(SO~4*)~3* + 8H~1*O,2Cr~2*(SO~3*)~3* + 8H~2*O,2Cr~2*(SO~4*)~3* + 8H~2*O,,D,,MCQ
2,Language of chemistry,Summative Exercise,Fill in the Blanks,15,Chemical formula of ________ Ca~3*N~2*,,,,,,Calcium Nitride,,FIB
2,Language of chemistry,Summative Exercise,True / False,16,Halide radical is monovalent.,,,,,,1,,TF
2,Language of chemistry,Summative Exercise,True / False,17,Formula of calcium bicarbonate is CaHCO~3*,,,,,,0,,TF
2,Language of chemistry,Summative Exercise,True / False,18,Hypo chlorate radical is represented as (HClO~2*)^-1&.,,,,,,0,,TF
2,Language of chemistry,Summative Exercise,True / False,19,2Na represents 2 molecules of sodium.,,,,,,0,,TF
2,Language of chemistry,Summative Exercise,True / False,20,Noble gas molecules are diatomic.,,,,,,0,,TF
2,Language of chemistry,Summative Exercise,True / False,21,All elements having valency 3 are triatomic.,,,,,,0,,TF
2,Language of chemistry,Summative Exercise,True / False,22,The valency of Cu in cuprous chloride (Cu~2*Cl~2*) is 1.,,,,,,1,,TF
2,Language of chemistry,Summative Exercise,True / False,23,The valency of an element A is 4 and that of another element B is 2.  The formula of the compound formed from A and B is A~2*B.,,,,,,1,,TF
2,Language of chemistry,Summative Exercise,True / False,24,2Al~2*O~3* -> Al~2*O~3*+2H~2*O is a balanced chemical equation.,,,,,,0,,TF
2,Language of chemistry,Summative Exercise,True / False,25,The oxidation state of Mn in K~2*MnO~4* is same as that in MnO~2*.,,,,,,0,,TF
2,Language of chemistry,Summative Exercise,Match the Following,26,Match the following,"A-r, B-s, C-p, D-t, E-q","A-r, B-s, C-p, D-q, E-t","A-r, B-s, C-q, D-t, E-p","A-q, B-s, C-p, D-t, E-r",CH-2-26-ROW-80,A,,MCQ
2,Language of chemistry,Summative Exercise,Match the Following,27,Match the following,"A-r, B-s, C-q, D-p","A-q, B-s, C-r, D-p","A-p, B-s, C-r, D-q","A-q, B-r, C-s, D-p",CH-2-27-ROW-81,B,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,1,Name of the element Ni is ,Nirchrome,Neon,Nickel,Nitrogen,,C,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,2,Which one of the following is not monovalent?,Sodium,Aluminium,Potassium,Caesium,,B,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,3,The ions Mg^+2& and PO^-3&~4* combine to form compounds,Mg~3*(PO~4*)~2*,Mg~2*(PO~4*)~2*,Mg~2*(PO~4*)~3*,Mg~3*(PO~4*)~3*,,A,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,4,The name of the compound Na~2*ZnO~2* is :,Sodium Zinc oxide,Sodium zincite,Sodium zincate,Zincite,,C,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,5,The valency of gold in AuCl is :,1,2,3,4,,A,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,6,The symbol of Na represents the short hand notation of element,Nitrogen,Nickel,Sodium ,Potassium,,C,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,7,Valency of magnesium and oxygen in MgO is ,One and One,Two and Two ,One and Two,Two and one,,B,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,8,The valency of nitrogen in nitrogen dioxide is ,1,2,3,4,,D,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,9,Bicarbonate ion is ,HCO^-1&,HCO^+1&,HCO~3*,HCO^+1&~3*,,C,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,10,"Super oxide ion is """,O~2*^2-&,O^-2&,O^-&~2*,O~2*,,C,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,11,Phosphide and Phosphate ions are :,a,b,c,d,CH-2-11-ROW-92,B,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,12,The bivalent ion-radical among the following is :,Nitrode,Phosphide,Antimony,Sulphate,,D,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,13,Correct formula of a trivalent metal nitride is :,M~2*N~2*,M~3*~3*,MN,M~2*N~3*,,C,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,14,Valency of inert gases is ,Zero,One ,Three,Two,,A,,MCQ
2,Language of chemistry,Further Practice,Multiple Choice Questions,15,Which of the following is not the correct formula?,H~2*S,NaHSO~4*,SiO~2*,NaSiO~3*,,D,,MCQ
2,Language of chemistry,Further Practice,Multiple Answer Questions,1,Identify the correct statement(s) from the following,The shorthand representation of a molecule of a substance (element or compound) in terms of symbols and subscript numbers is known as the formula.,Atoms of different elements combine in a certain fixed ratio to form a compound,All chemical compounds are represented by their respective formulae.,Symbols of all elements are dervied from their latin names.,,"A, B, C",,MAQ
2,Language of chemistry,Further Practice,Multiple Answer Questions,2,"Quantitatively, formula represents :",One molecule of the substance.,The actual number of atoms of each element in one molecule of the substance.,The number of parts by weight of the substance (molecule weight),The number of parts by weight of each element.,,"A, B, C, D",,MAQ
2,Language of chemistry,Further Practice,Multiple Answer Questions,3,"The formula, CaCO~3*, quantitatively signifies :",One molecule of calcium carbonate,"One molecule of calcium carbonate is made up of one atom of calcium, one atom of carbon and three atoms of oxygen.","100 parts by weight of calcium carbonate (At. Wt. Ca=40, C=12, O=16).","40 parts by weight of calcium, 12 parts by weight of carbon and 48 parts by weight of oxygen.",,"A, B, C, D",,MAQ
2,Language of chemistry,Further Practice,Multiple Answer Questions,4,Identify the correct statement(s) from the following,The ion having a positive charge on it is known as electro-positive ion.,The ion having a negative charge on it is known as electro-negative ion.,Simple ion is an ion which contains one or more atoms of the same element.,Compound ion is an ion which contains two or more atoms of different elements forming a single unit.,,"A, B, C, D",,MAQ
2,Language of chemistry,Further Practice,Multiple Answer Questions,5,The monovalent ion/radical among the following is ,Calcium,Nitrate,Perchlorate,Bicarbonate.,,"B, C, D",,MAQ
2,Language of chemistry,Further Practice,Assertion and Reason type questions,1,"Assertion : Ferrous ion is a divalent ion.
Reason : Iron atom loose two electrons to carry two positive charges",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,A,,AR
2,Language of chemistry,Further Practice,Assertion and Reason type questions,2,"Assertion : Balancing a chemical equation is important to study a chemical reaction.
Reason : A balanced equation tells about energy changes that take place.",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,C,,AR
2,Language of chemistry,Further Practice,Assertion and Reason type questions,3,"Assertion : As both calcium and sulphate carry two positive charges the formula of calcium sulphate is CA~2*(SO~4*)~2*.
Reason : Calcium sulphate is a compound formed by combination of calcium and sulphate ions.",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,B,,AR
2,Language of chemistry,Further Practice,Assertion and Reason type questions,4,"Assertion : A formula tells about the source of the compound.
Reason : Formula is the shorthand notation of representation of one molecule of a compound.",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,D,,AR
2,Language of chemistry,Further Practice,Assertion and Reason type questions,5,"Assertion : Oxidation number of an element can be a whole number, zero or a fractional number.  But valency can never be zero.
Reason : Valency of inert gases is zeor.",If both Assertion and Reason are CORRECT and Reason is the CORRECT explanation of the Assertion.,"If both Assertion and Reason are CORRECT, but Reason NOT THE CORRECT explanation of the Assertion.","If Assertion is CORRECT, but Reason is INCORRECT",If both Assertion and Reason are INCORRECT,,B,,AR
2,Language of chemistry,Further Practice,Section-C-Previous Contest Questions,1,Carbonate and bicarbonate ions are :,a,b,c,d,CH-2-1-ROW-107,D,,MCQ
2,Language of chemistry,Further Practice,Section-C-Previous Contest Questions,2,The chemical formula of potassium superoxide is ,KO~2*,K~2*O,KO,K~2*O~2*,,A,,MCQ
2,Language of chemistry,Further Practice,Section-C-Previous Contest Questions,3,An example of Alum is ,a,b,c,d,CH-2-3-ROW-109,C,,MCQ
2,Language of chemistry,Further Practice,Section-C-Previous Contest Questions,4,Formula of chromic acid is H~2*CrO~4*.  Formula of divalent metal chromate is ,MCrO~4*,M~2*CrO~4*,M~2*(CrO~4*)~3*,M~3*CrO~4*,,A,,MCQ
2,Language of chemistry,Further Practice,Section-C-Previous Contest Questions,5,Which of the following chemical reactions is balanced as well as undergoes combustion ?,a,b,c,d,CH-2-5-ROW-111,C,,MCQ
3,Atomic Structure,Summative Exercise,Fill in the Blanks,1,Cathode rays are _______ charged particles,,,,,,Negatively ,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,2,The e/m ratio of anode rays is _______ for different gases in discharge tube.,,,,,,Different ,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,3,________ were discovered by bombarding beryllium with alpha particles.,,,,,,Neutrons,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,4,"If a dipositive ion has electronic configuration of 2,8 then number of electrons in that ion are __________",,,,,,10,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,5,"According to Bohr's atomic model, electrons revolve around the nucleus in _______ orbits.",,,,,,Stationary,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,6,The value of first Bohr's radius of hydrogen atom is ________,0.59 ^0&A,0.519 ^0&A,0.52 ^0&A,0.529 ^0&A,,D,,MCQ
3,Atomic Structure,Summative Exercise,Fill in the Blanks,7,"If the speed of electron increases, its specifc charge ________",,,,,,Decreases,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,8,"According to Bohr's atomic model, electrons revolve around the nucleus in _______ orbits.",,,,,,Centre of Atom,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,9,The electrons revolve round the nucleus only in certain fixed pahts called ________,,,,,,Orbits,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,10,The angular momentum of the electron is an integral multiple of ___________,h/2π,,,,,DUMMY,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,11,An electron jumps from 3^rd& orbit to 2^nd& orbit by _________ the different of energy of the two levels.,,,,,,Releasing,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,12,The electron is at an infinite distance from the nucleus its energy is ________,,,,,,Zero,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,13,Energy of the electron in hydrogen in its first orbit is _______ eV.,,,,,,13.6,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,14,Bohr's model could not explain the ________ of multi electron species.,,,,,,Soectra,,FIB
3,Atomic Structure,Summative Exercise,Fill in the Blanks,15,_________ elements have same number of protons.,,,,,,Isotopic,,FIB
3,Atomic Structure,Summative Exercise,True / False,16,Cathode says deflect towards positive plate in the presence of electric field.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,17,According to J.J. Thomson model electrons revolve around the nucleus.,,,,,,0,,TF
3,Atomic Structure,Summative Exercise,True / False,18,Valence electrons are responsible for the chemical propertiooes of an atom.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,19,The nucleus of an atom is neutral.,,,,,,0,,TF
3,Atomic Structure,Summative Exercise,True / False,20,Rutherford's atomic model was sucessful in explaning stability of the atom.,,,,,,0,,TF
3,Atomic Structure,Summative Exercise,True / False,21,Neutron does not get deflected in the presence of electric field.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,22,The radius of energy of Bohr's orbit is equal to integral multiples of 0.529.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,23,In radioactive isotope of hydrogen 2 neutrons are present.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,24,Bohr's model was able to justify quantization of angular momentum.,,,,,,0,,TF
3,Atomic Structure,Summative Exercise,True / False,25,The specific charge of electrons is less than the specific charege of protons.,,,,,,0,,TF
3,Atomic Structure,Summative Exercise,True / False,26,J.J. Thomson's atomic model could not justify the shielding of electrons from positive charges.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,27,Isotones are the different elements that contain same number of neutrons.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,28,"As long as electron is in a particular orbit, electron can never lose its energy on its own.",,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,29,Cathode rays can cast shadow of opaque objects palced in their path.,,,,,,1,,TF
3,Atomic Structure,Summative Exercise,True / False,30,Hydrogen atom can produce single spectral line due to presence of one electron.,,,,,,0,,TF
3,Atomic Structure,Summative Exercise,Match the Following,31,Match the following,"A-p, B-r, C-t, D-q, E-s","A-s, B-p, C-t, D-q, E-r","A-r, B-p, C-s, D-q, E-t","A-r, B-p, C-t, D-q, E-s",CH-3-31-ROW-142,D,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,1,The e/m value of positive particles :,is constant,Depends on the gas takne in the discharge,depends on the natures of cathode and anode taken,Depends on fluorescent material coated on screen,,B,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,2,The particels which cannot be deflected under the presence of electric field.,Electron,Proton,Neutron,a particles,,C,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,3,The existence of the nucleus was discovered by :,J.J. Thomson,Rutherford ,Bohr,Goldstein,,B,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,4,The atom and its ion differ in the number of ,Electrons,Protons,Neutrons,Nucleons,,A,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,5,The number of neutrons present in the radioactive isotopes of hydrogen is :,0,1,2,3,,C,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,6,As the electron moves away from the nucleus its potential energy:,Increases,decreases,remains same,cannot be determined,,A,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,7,"The principal quantum number increases, the difference of energy between consecutive energy levels :",decreases,Increases,remaining the same,Sometimes increases and sometiems decreases,,A,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,8,The energy difference between two successive levels is maximum between ,1 and 1,2 and 3,3 and 4,4 and 5,,A,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,9,"Two elements A, B have same number of valence electrons in their atom have similar",Combining capacity,Chemical properties,Atomic sizes,Metallic character,,B,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,10,An atom of an element has one electron in the valence shell.  It can be represented as :,a,b,c,d,CH-3-10-ROW-152,B,,MCQ
3,Atomic Structure,Further Practice,Multiple Choice Questions,11,Identify less reactive element from the following :,a,b,c,d,CH-3-11-ROW-153,B,,MCQ
