Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Structure of a Cell,,Elementary Questions,32,In living cells mitochondria can be stained with,neutral red,erystal violet,aceto-orcein,janus green,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,33,The inner membrane of mitochondrion is usually highly convoluted forming a series of infoldings known as,thylakoids,grana,cristae,lamella,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,34,"In mitochondria, cristae acts as sites for",protein synthesis,breakdown of macromolecules,flavoprotein phosphorylation,oxidation-reduction reactions,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,35,The membrane bound enzyme involved in Kreb's cycle in mitochondria is,fumerase,cis-aconitase,succinic dehydrogenase,malate dehydrogenase,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,36,"Cell organelle, which has electron transport system is",centriole,ER,mitochondria,nucleolus,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,37,Thylakoids are found commonly in plastids of,blue green algae,bacteria,higher plants,all of the above,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,38,The pigment molecules of a chloroplast are located in,within its thylakoid membranes,within the space between outer and inner membranes,within its inner membrane,on the outer membrane,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,39,Green pigments that are capable of trapping sunlight energy are located in,ER,cell wall,chloroplasts,ribosomes,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,40,The plastids that give fruits and flowers their orange and yellow colours are,chromoplasts,coloroplasts,cyanoplasts,anthoplasts,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,41,"Lysosomes are also known' as ""suicide bags"" because of",catalytic activity,hydrolytic activity,parasitic activity,saprophytic activity,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,42,Which of the following organelles are cellular garbage disposal systems?,endoplasmic reticulum,golgi complex,lysosomes,mitochondria,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,43,Lysosomes are generally found in,animal cells,plant cells,both plant and animal cells,bacterial cells,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,44,Which of the following structures is exceptionally rich in hydrolytic enzymes?,Lysosomes,microsomes,chromosomes,ER,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,45,Lysosomes are surrounded by,one membrane,two membranes,three membranes,none of the above,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,46,Function of a Centriole is,formation of spindle fibres,formation of nucleolus,initiation of cell division,formation of cell plate,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,47,Functional activities of a cell are controlled by,nucleus,nucleolus,mitochondria,cytoplasm,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,48,The chief role of the nucleolus in a nucleus is,ribosome synthesis,chromatid separation,organization of chromosomes,DNA replication,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,49,The term Chromosome was coined by,Johanssen,Waldeyer,Bender,Flemming,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,50,Chromosomes are made up of,DNA,RNA,DNA and RNA,DNA and proteins,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,51,Chromosomes are concerned with,respiration,assimilation,nutrition,transmission of hereditary characters,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,52,Chromosomes having arms of equal length's are called,telocentric,acrocentric,metacentric,concentric,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,53,A chromatid represents,complete chromosome,one half of a chromosome,haploid number,a genome,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,54,A cell adapted for waste storage and disposal would probably contain a large number of,vacuoles,mitochondria,ER,nuclei,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,55,Which of the following can be used to look for congenital defects in unborn babies?,karyotyping,X-rays,cell cultures,blood testing,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,56,Ultimately all cellular membranes come from,the cell membrane,the cell wall,ER and Golgi,vesicles,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,57,"In blue green algae, product of photosynthesis is",glycerol phosphate,glycogen like,glucoside,glycerol,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,58,In bacteria the plasmid is,main DNA,extra-chromosomal DNA,non-functional DNA,repetitive gene,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,59,The major function of Contractile Vacuole is,osmoregulation,excretion,storage,circulation,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,60,The chromosome that lacks a centromere is called,telocentric,acentric,metacentric,telocentric,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,61,Disulphide bonds acting as polypeptide staples are formed in,lysosomes,ER,cytosol,golgi complex,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,62,Plasmodesmata connections help in,cytoplasmic streaming,synchronous mitotic divisions,locomotion of unicellular organisms,movement of substances between cells,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,63,Ribosomes are elassified as per their,size,weight,sedimentation rate,volume,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,64,Nucleosome is made of,only DNA,the histones with DNA wrapped around them,histones,DNA and RNA,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,65,Balbiani rings occur in,lampbrush chromosomes,heterosomes,allosomes,polytene chromosomes,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,66,Plant cells store fat in,peroxisomes,sphaerosomes,lysosomes,microsomes,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,67,Main function of dictyosome is,storage,secretion,respiration,fat breakdown,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,68,Membrane fluidity is maintained in cold weather by,increasing the proportion of integral proteins,increasing the number of phospholipids with unsaturated hydrocarbon tails,increasing the concentration of cholesterol in membrane,increasing the number of phospholipids with saturated hydrocarbon tails,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,69,What is common between chloroplasts chromoplasts and leucoplasts?,presence of pigments,ability to multiply by a fission like process,presence of thylakoids and grana,"storage of starch, proteins and lipids",,b,,MCQ
1,Structure of a Cell,,Elementary Questions,70,Strength and rigidity of cell wall is due to,suberin,lignin,cellulose,pectin,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,71,"When flagella are distributed all around a bacterial cell, the arrangement is called?",polar,random,peritrichous,encapsulated,,c,,MCQ
1,Structure of a Cell,,Elementary Questions,72,Flagella and pili are made of,lipids,carbohydrates,nucleic acids,protein,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,73,The suffix 'S' used with the description of ribosomal units stands for,solubility,surface area,size,sedimentation coefficient,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,74,What will happen to an animal cell placed in a salt water solution?,The cell will shrink,The cell will expand,The cell will burst,The cell will shrink and then expand and then shrink again,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,75,ChamberA contains 40% helium and Chamber B contains 20% helium. Chambers are connected by a tube the molecules are free to cross. Which of the following will occur?,Some helium will move from Chamber A to Chamber B,Some helium will move from Chamber B to Chamber A,Helium will remain concentrated in Chamber A,All of the helium will move into Chamber A,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,76,What is the stable internal condition of a living thing called?,Hypertonic,Osmosis,Hypotonie,Homeostasis,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,77,What is the movement of molecules from an area of high coneentration to an area of low concentration called?,Isotonie,Ditusion,Osnosis,Solution,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,78,"When the concentration of solute molecules is higher outside the cell, water will move out of the cell. This appens when the cell is placed in a _________ solution :",Hypertonic,Hypotonic,Isotonic,Homeostasis,,a,,MCQ
1,Structure of a Cell,,Elementary Questions,79,"When the concentration of solute molecules is lower outside the cell, water will move into the cell. This happens when the cell is placed in a ________ solution.",Homeostasis,Hypotonic,Hypertonic,Isotonic,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,80,Diffusion of water across a semi-permeable membrane from an area of high concentration to an area of low concentration is known as:,Diffusion,Osmosis,Hypertonic,Hypotonic,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,81,The substance being dissolved in a solution is called:,Solution,Solvent,Solution,Solute,,d,,MCQ
1,Structure of a Cell,,Elementary Questions,82,The substance in which a solute is being dissolved is known as:,Diffusion,Solvent,Solute,Solution,,b,,MCQ
1,Structure of a Cell,,Elementary Questions,83,A mixture in which one or more substances are uniformly dissolved is known as,Solvent,Diffusion,Solution,Solute,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,1,"Prokaryotic cell is one, which does not have",proper nucleus,endoplasmic reticulum & mitochondria,proper nucleus and most of cell organelles,cell wall,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,2,Which of the following will comprise the most appropriate distinction of prokaryotic cells to distinguish them from eukaryotic cells?,Lack of DNA and nuclei,Having dispersed DNA without a bounding nuclear membrane and by their lack of membrane bound organelles like plastids and mitochondria,Biochemistry being fundamentally different,Lack of ribosomes,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,3,Peptidoglycan is a characteristic constituent of the cell wall of,bacteria and unicellular eukaryote,bacteria and cyanobacteria,archaebacteria and eukaryote,all members of monera and protests,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,4,Addition of new cell wall particles amongst the existing ones is called?,deposition,apposition,intussusception,aggregatior,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,5,What is the innermost portion of mature plant called: cell walls called?,Primary cell wall,Secondary cell wall,Middle lamella,Tonoplast,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,6,Fluid-mosaic model of plasma membrane was given by,Schleiden and. Schwann,Goiter and Grendell,Singer and Nicholson,Nageli and Cramer,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,7,In the fluid-mosaie membrane model. The phospholipid bilayer,is sandwiched between two protein layers,has proteins embedded in it,lies on top of a single protein layer,is covered by a single protein layer,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,8,The enzyme that facilitate the transport through cell membrane is,Permease,Lipase,Endonuclease,Ligase,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,9,Chemical nature of carrier molecules facilitating transport across plasma membrane is,sugary,proteinaceous,fatty acidic,starchy,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,10,Carrier molecules in the plasma membrane are required for,facilitated diffusion only,osmosis,active transport only,both facilitated diffusion and active transport,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,11,The main function of a plasma membrane is to,prevent water from entering or leaving,control what goes into and out of the cell,"act as a sieve, allowing only lipids to pass",move the cell from place to place,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,12,"All membrane processes, such as pumping and channelling of molecules, are carried out by",lipids,carbohydrates,proteins,nucleic acids,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,13,"Most plant cells are surrounded by cell wall. There are some exception, for example",bacteria,stem hairs,gametes,root hairs,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,14,The main difference between active and passive transport across cell membranes is that,passive transport is nonselective,passive transport requires a concentration gradient across the cell membrane whereas active transport requires metabolic energy,passive transport is confined to anions and active transport for cations only,active transport occurs more rapidly than passive transport,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,15,The membrane activity most nearly opposite of exocytosis i,plasmolysis,osmosis,facilitated,phagocytosis,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,16,Cellular recognition and adhesion are facilitated by components of plasma membrane. These Components aree generally,protein molecules alone,lipid molecules alone,both lipid and protein molecules,glycolipids and glycoproteins,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,17,"A cell has the following molecules and structures: enzymes, DNA, ribosomes, plasma membrane, and mitochondria. It could be a cell from",a bacterium,"an animal, but not a plant","a plant, but not an animal",a plant or an animal,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,18,Membranes occur in,"cytoplasm, chloroplasts and mitochondria","cytoplasm, nuclei and starch grains","chromosomes, chloroplasts and starch grains.","nuclei, chromosomes and mitochondria",,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,19,All are membrane bounded cell organelles except,Mitochondria,Spherosomes,Ribosomes,Lysosomes,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,20,The smallest organelles in a cell are,Lysosomes,Spherosomes,Peroxysomes,Ribosomes,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,21,If the ribosomes of a cell are destroyed then,respiration will not take place,fats will not be stored,proteins will not be formed,carbon assimilation will not occur,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,22,Protein synthesis in an animal cell takes place,only on the ribosomes present in cytosol,on ribosomes present in the nucleolus as well as in cytoplasm,only on ribosomes attached to the nuclear envelope and endoplasmic reticulum,on ribosomes present in cytosol as well as in mitochondria,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,23,The fine network of membranes distributed through out the cytoplasm in a cell is,Golgi body,Mitochondria,E.R.,Lysosomes,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,24,Endolasmic reticulum was discovered,Porter and Kallmann,Altmann,Robertson,Hofineister,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,25,Which of the following is'not the correct pairing of structure with function?,Golgi complex: breakdown of complex molecules,Mitochondrion: production of ATP,Endoplasmic reticulum: synthesis ot proteins,Chloroplast: photosynthesis,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,26,Dictyosomes are,place of flagellar organelle,respiratory particle,golgi bodies,class of ribosomes,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,27,Major function of Golgi body is,secretion,regulation of cell temperature,active transport,transportation,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,28,Cellulose and hemicellulose are the constituents of cell wall are synthesised by,Microbodies,Smooth endoplasmic reticulum,Lysosomes,Golgi apparatuss,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,29,Which of the following cellular organelles extracts energy from carbohydrates and forms ATP molecules?,Lysosome,Chloroplast,Mitochondrion,Chromoplast,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,30,More number of mitochondria are present in,heart muscles,muscles of thigh,wings of birds,none of the above,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,31,"Of the following, what do both mitochondria and chloroplast have in common?",DNA is present,ATP is produced,Ribosomes are present,All of these are correct,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,32,Autonomic genome system is present in,Mitochondria and Ribosomes,Mitochondria and Chloroplast,Ribosomes and Chloroplast,Golgi body and Mitochondria,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,33,"If the leaf tissues are carefully fractionated, what part should be alive?",Endoplasmic reticulum,Cell wall,Ribosomes,Chloroplasts,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,34,"Besides leucoplast, starch grain can develop in",Mitochondria,Chloroplast,Lysosome,Chromoplast,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,35,Chloroplasts are considered as self-replicating units as they contain,DNA,RNA,both DNA and RNA,neither DNA or RNA,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,36,When green tomatoes turn red then,new chloroplast are made,chromoplasts are changed into Chloroplasts,chloroplasts are disintegrated and get converted into chromoplasts,none of these,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,37,All plastids have essentially the same structure because,they have to perform the same function,they are localised in the aerial parts of plants,"one type of plastids can differentiate into another type of plastids depending upon
the cell requirements","all plastids have to store starch, lipids and proteins",,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,38,"The organelle, which acts as a factory for the synthesis of sugars in autotrophic eukaryotes,",Mitochondria,Chloroplast,Ribosomes,Mitochondrion,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,39,Which one of the following is credited for discovering lysosomes?,M. Calvin,A. Claude,Christian de Duve,L.C. Paining,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,40,"The size of molecules, which can pass through the plasma membrane, is",1-15 A,15-75 Å,8-10 A,10-15 Å,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,41,Tonoplast is a differentially permeable membrane surrounding the,cytoplasm,vacuole,nucleus,mitochondria,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,42,All the following are functions of integral membrane proteins except,enzyme synthesis,active transport,hormone reception,cell adhesion,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,43,Which two organelles are thought to have originated from free-living prokaryotic cells?,Mitochondria and ribosomes,Chloroplast and nucleus,Chloroplast and mitochondria,Lysosomes and mitochondria,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,44,Cellulosic cell walls can be specifically stained by,Sudan IV,Zinc-chloriodide,Phloroglucinol,Methylene blue,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,45,The cytoplasmic connections from cell to cell are known as,fiddle lamella,plasmodesmata,cell membrane system,endoplasmic reticulum,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,46,Sedimentation coefficient in case of ribosomes of plastids is,70S,80S,50S,20S,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,47,Chloramphenicol is a drug that inhibits protein synthesis on prokaryotic ribosomes. Which of the following cells (or parts of cells) would have protein synthesis inhibited if they were grown in the presence of chloramphenicol?,Bacteria,Chloroplasts,Mitochondria,All of these are correct,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,48,Proteins that are to be used outside the cell are synthesised,in the mitochondria,on the rough endoplasmic reticulum,on the smooth endoplasmic reticulum,on free ribosomes,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,49,Which one of the following organelles is located near the nucleus contains a collection of flattened membrane bounded cisternae?,Nucleolus,Centriole,Golgi apparatus,Mitochondrion,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,50,Which of the following structures is the functional unit in a Golgi complex?,Cisternae,Thylakoid,Archoplasm,Cristae,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,51,Which of the following pairs is mismatched?,Nucleus; ribosomal RNA,Nucleus; DNA replication,Lysosome: protein synthesis,Cytoskeleton; microtubules,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,52,The longest phase of cell eycle is,telophase,anaphase,interphase,metaphase,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,53,During cell eyele DNA synthesis takes place in,Entire cycle,S-phase,G~1* and S-phase,G~2* and S-phase,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,54,Histone proteins are synthesised in,M-phase,S-phase,G~1* phase,G~2* phase,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,55,Cell would normally proceed to mitosis without interruption,once it has entered the S period,once it has entered the G~2* period,at any time during cell division activity,none of the above,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,56,"In which of the following stages, a chromosome is minimum coiled?",Interphase,Metaphase,Prophase,Anaphase,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,57,Which of the following is not a divisional stage?,Interphase,Prophase,Metaphase,Telophase,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,58,Mitosis actually means,reduction in number of chromosomes,division of nucleus only,division of cytoplasm only,both nuclear and cytoplasmic divisions,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,59,Mitotic cell division occurs in,germ cells,somatic cells,roots only,shoots only,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,60,Mitosiss can occur in,haploid cells only,diploid cells only,both (a) and (b),pollen mother cells,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,61,Genetic homogeneity and exact similarity chromosomes of various cells within the same type of tissue of a plant is largely due to,cytokinesis,mitosis,meiosis,fertilisation,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,62,"During cell division, the splitted chromosomes move towards opposite poles due to",microtubules,centrioles,cytoplasmic streaming,phragmoplast,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,63,Spindle fibres are composed of,lipids,proteins,pectins,cellulose,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,64,Which of these cytoplasmic structures plays an interruption important part during cell division?,Mitochondria,Centrioles,Golgi complex,Nuclear membrane,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,65,The attachment of a chromosome to the spindle is minimum coiled? fibre is brought about by,chromomere,centromere,satellite region,centriole,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,66,Mitosis begins with,telophase,anaphase,prophase,metaphase,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,67,Which of the following is true?,Cytokinesis and karyokinesis occur together,Cytokinesis and karyokinesis are random,Karyokinesis precedes cytokinesis,Cytokinesis precedes karyokinesis,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,68,Meiosis is a,homotypic division,equatorial division,reduction division,none of the above,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,69,Meiosis involves two divisions : these divisions are,one nuclear division and one somatie division,one reduction division and one mitotie division,one reduction division and one cell division,one equatorial division and one nuclear division,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,70,"Mitosis is an equational division while meiosis is completed in two divisions, Meiosis I and Meiosis Il. Meiosis I is a reduction division and meiosis II is equational due to",pairing of homologous chromosomes,chiasmata formation,due to separation of chromatids,none of the above,,c,,MCQ
1,Structure of a Cell,,Conceptual Questions,71,Meiosis involves,one division of nucleus and one division of chromosome,two divisions of nucleus and one division of chromosome,one division of nucleus and two divisions of chromosome,two divisions of nucleus and two divisions of chromosome,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,72,"In which of the following, DNA synthesis does not occur?",Interphase of mitotic cell cycle,Interphase of meiotic cell cycle,Interkinesis of meiotic cell cycle,Interphase of amitotic cell cycle,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,73,Homologous chromosomes,are from same parent,form pairs during mitosis,exhibit cross over at anaphase,are from different mating parents,,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,74,The chronological sequence of stages in prophase of Meiosis is,"Leptotene, Pachytene, Zygotene, Diakinesis, Diplotene","Leptotene, Zygotene, Pachytene Diplotene, Diakinesis","Zygotene; Leptotene, Pachytene Diakinesis, Diplotene","Diplotene, Diakinesis, Pachytene, Zygotene, Leptotene",,b,,MCQ
1,Structure of a Cell,,Conceptual Questions,75,"Which is the longest stage of meiotic division?
Prolonged prophase is characteristic of meiosis.",Prophase,Metaphase,Anaphase,Telophase,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,76,In which of the following stage chromosomes appear as long thin threads?,Pachytene,Diplotene,Zygotene,Leptotene,,d,,MCQ
1,Structure of a Cell,,Conceptual Questions,77,"At which of the following stages, the chromosomes exhibit a beaded appearance?",Leptotene,Prophase II,Diplotene,Metaphase II,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,78,Synapsis is pairing of,homologous chromosomes,nonhomologous chromosomes,acentric chromosomes,analogous chromosomes,,a,,MCQ
1,Structure of a Cell,,Conceptual Questions,79,Crossing over involves,duplication of the chromosomes,deletion of the chromosomes,exchange of genetic material,addition of chromosome,,c,,MCQ
