Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
1,Cell-The Fundamental Unit of Life,,Level - 2,46,Following are a few definitions of osmosis. Read them carefully and select the correct definition.,Movement of water molecules from a region of higher concentration to a region of lower concentration through a semipermeable membrane.,Movement of solvent molecules from its higher concentration to lower concentration in a solution,Movement of solvent molecules from higher concentration to lower concentration of solution through a permeable membrane.,Movement of solute molecules from lower concentration to higher concentration of solution through a semipermeable membrane.,,a,,MCQ
1,Cell-The Fundamental Unit of Life,,Level - 2,47,Find out the incorrect statement.,The movement of water across a semi-permeable membrane is affected by the amount of substances dissolved in it.,Membranes are made of organic molecules like proteins and lipids.,Molecules soluble in organic solvents can easily pass through the membrane.,Cell walls contain chitin sugar in plants.,,d,,MCQ
1,Cell-The Fundamental Unit of Life,,Level - 2,48,A student put five raisins each in two beakers A and B. Beaker A contained 50 mL of distilled water and beaker B had 50 mL of saturated sugar solution. After some time the student would observe that,raisins in beaker A were more swollen than those in beaker B,raisins in beaker B were more swollen than those in beaker A,raisins in both beakers A and B were equally swollen,raisins in beaker A did not swell up at all.,,a,,MCQ
1,Cell-The Fundamental Unit of Life,,Level - 2,49,Cell wall of which one of these is not made up of cellulose?,Bacteria,Hydrilla,Mango tree,Cactus,,a,,MCQ
1,Cell-The Fundamental Unit of Life,,Level - 2,50,______in eukaryotes is separated from the cytoplasm by double layered membrane and it directs the life process of the cell.,Ribosome,Golgi apparatus,Nucleus,Endoplasmic reticulum,,c,,MCQ
1,Cell-The Fundamental Unit of Life,,Level - 3,1,"Assertion : A cell membrane shows fluid behaviour.
Reason : A membrane is a mosaic of lipids and proteins.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,a,,AR
1,Cell-The Fundamental Unit of Life,,Level - 4,2,"Assertion : Mitochondria are known as ""power house"" of the cell.
Reason : Mitochondria are used to bring about energy requiring activities of the cell.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,a,,AR
1,Cell-The Fundamental Unit of Life,,Level - 5,3,"Assertion : Plasma membrane is selectively permeable.
Reason : Plasma membrane allows some molecules to pass through more easily than others.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,a,,AR
1,Cell-The Fundamental Unit of Life,,Level - 6,4,"Assertion : Mitochondria provide important intermediates for the synthesis of several biochemicals.
Reason : Mitochondria are capable of self duplication.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,b,,AR
1,Cell-The Fundamental Unit of Life,,Level - 7,5,"Assertion: Plant cell does not burston account of  endosmosis when kept in hypotonic solution.
Reason : Plant cell possess large vacuoles that remove excess water entering the cell and prevent it from bursting.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,c,,AR
1,Cell-The Fundamental Unit of Life,,Level - 8,6,"Assertion : Multicellular organisms have higher survival value than the unicellular organisms.
Reason : Dead cells are replaced by new cells in multicellular organisms",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,a,,AR
1,Cell-The Fundamental Unit of Life,,Level - 9,7,"Assertion : Larger cells are more efficient. 
Reason : Surface volume ratio is more in large cells.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,d,,AR
1,Cell-The Fundamental Unit of Life,,Level - 10,8,"Assertion : ER acts as a circulatory system.
Reason : ER functions as cytoskeleton.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,b,,AR
1,Cell-The Fundamental Unit of Life,,Level - 11,9,"Assertion : Cell wall is a non-living part of the cell.
Reason : It offers protection, shape and transport of materials.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,b,,AR
1,Cell-The Fundamental Unit of Life,,Level - 12,10,"Assertion : Active transport moves substances against their concentration gradient.
Reason : Active transport requires energy.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,b,,AR
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,1,"The diagram below shows an experimental set-up to investigate osmosis.
Which of the following combinations of liquids Cytoplasm Endoplasmic would cause X to rise to the highest level in the glass tube after three hours?",A,B,C,D,CH-1-1-ROW-62,b,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,2,Refer to the given structure of a prokaryotic cell and select the correctstatement regarding it.,Pis a layer of non-cellulosic polysaccharides,Q is double layered in Gram +ve bacteria whereas it is single layered in Gram -ve bacteria.,Ris an impermeable covering that restricts entry and exit of molecules into and out of the cell.,S could be tubular outgrowths that are involved in locomotion only.,CH-1-2-ROW-63,a,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,3,Features of different cell components are given as follows. ldentify the cell components and select the correct option.,A,B,C,D,CH-1-3-ROW-64,b,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,4,According to cell theory,new cells originate from dead cells,all cell originate from pre-existing cells,every organism starts its life as multicellular form,none of these,,b,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,5,Select the correct statement regarding cell wall of plant cells.,Primary cell wall is chiefly composed of a soluble fibrous polysaccharide called suberin.,Secondary cell wall is mainly composed of lignin and is deposited on the outer surface of primary wall.,Pits are present in primary walls whereas they are absent in secondary walls.,The primary cell walls of adjacent cells are cemented through middle lamella which is composed of calcium and magnesium pectate,,d,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,6,"While observing a stained mount of onion peel under high power compound microscope, the central part of the cell does not take stain. Which of the following options correctly identifies this central part of the cell?",Nucleus,Cell wall,Vacuole,Chloroplast,,c,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,7,"Refer to the given figure and answer the following questions.
Which of the following statement is correct?",Part marked as P is present in all prokaryotes and eukaryotes.,Both the parts P and Q are present in animal cells.,Plant cells lack the part marked as S.,Part marked as R is selectively permeable in both prokaryotes and eukaryotes.,CH-1-7-ROW-68,d,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,8,Select the correct match.,A,B,C,D,CH-1-8-ROW-69,b,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,9,"Read the given passage.
Each cell has got certain specific components within it known as cell organelles. Each kind of 12. Select the incorrect statements. cell organelle performs a special function such as making new material in the cell, clearing up the waste material from the cell and so on.
Select the correct statements regarding the passage.
(i) All cell organelles are found in the cytoplasm of the cell.
(i) Any cell can perform all functions due to the presence of the cell organelles.
(ii) Cell organelles are membrane-bound, subcellular components within the cell.
(iv) Cell organelles are absent in all unicellular organisms.","(i), (ii) and (iii)",(i) and (ii),(ii) and (iv),(ii) and (iv),,a,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,10,Refer to the given diagram of an animal cell and select the correct option regarding P and Q.,"Some of the vesicles
of P store digestive
P enzymes obtained from Q in inactive state to form primary lysosome.",Polypeptides synthesised at Qare transported to P where they are modified into functional proteins for secretion.,Q synthesises acrosome which plays an important role in the fertilisation process in numans,P is absent in pancreatic cells and cells of salivary glands whereas Q is absent in liver cells.,CH-1-10-ROW-71,c,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,11,Match column I with column II and select the correct option from the given codes.,"(A)- ii), (B) - (v), (C) -(iv), (D) - (i), (E) - (ii)","(A) - (iv), (B) - (v), (C) - (ii), (D) - (i), (E) - (ii)","(A) - (ii), (B) - (iv), (C) - (i), (D) - (v), (E) - (ii)","(A) - (iv), (B) - (v), (C) - (ii), (D) - (i), (E) - (ii)",,a,,MCQ
1,Cell-The Fundamental Unit of Life,,Olympiad / HOTS Corner,12,"Select the incorrect statements.
(i) Cell wall is the site of energy production in a plant cell.
(ii) Lysosomes are the reservoirs of starch, oil and protein granules.
(iii) A plant cell becomes turgid due to plasmolysis.
(iv) Chemically plasma membrane is composed of fats and lipids.
(v) The functional segments of DNA are called geners.","(i), (ii) and (iv)","(i), (ii), (iii) and (iv)","(ii), (iv) and (v)","(ii), (iv) and (V)",,b,,MCQ
2,Tissues,,Level - 1,1,Which of the following tissues has dead cells?,Parenchyma,Sclerenchyma,Collenchyma,Epithelial tissue,,b,,MCQ
2,Tissues,,Level - 1,2,Girth of stem increases dueto,apical meristem,lateral meristenm,intercalary meristem,vertical meristem.,,b,,MCQ
2,Tissues,,Level - 1,3,"Which muscles act involuntary?
(i) Striated muscles                 (ii)  Smooth muscles
(iii) Cardiac muscles               (iv)  SkeletaL muscles",(i) and (i) only,(i) and (ii) only,(ii) and (iv) only,(i) and (iv) only,,b,,MCQ
2,Tissues,,Level - 1,4,Which is not a function of epidermis?,Protection from adverse condition,Gaseous exchange,Conduction of water,Transpiration,,c,,MCQ
2,Tissues,,Level - 1,5,Cartilage is not found in,nose,ear,kidney,larynx.,,c,,MCQ
2,Tissues,,Level - 1,6,Fats are stored in human body in,cuboidal epithelium,adipose tissue,bones,cartilage.,,b,,MCQ
2,Tissues,,Level - 1,7,Contractile proteins are found in,bones,blood,muscles,cartilage.,,c,,MCQ
2,Tissues,,Level - 1,8,Voluntary muscles are fournd in,alimentary canal,limbs,iris of the eye,bronchi of lungs,,b,,MCQ
2,Tissues,,Level - 1,9,Nerve cell does not contain,axon,nerve endings,tendons,dendrites.,,c,,MCQ
2,Tissues,,Level - 1,10,Which of the following helps in repair of tissue and fills up the space inside the organ?,Tendon,Adipose tissue,Areolar,Cartilage,,c,,MCQ
2,Tissues,,Level - 1,11,Which of the following cells is found in the cartilaginous tissue of the body,Mast cells,Basophils,Osteocytes,Chondrocytes,,d,,MCQ
2,Tissues,,Level - 1,12,Flexibility in plants is due to,collenchyma,sclerenchyma,parenchyma,chlorenchyma.,,a,,MCQ
2,Tissues,,Level - 1,13,The structural and functional unit of striated muscle fibre is,sarcolemma,sarcomere,sarcoplasm,myofibril.,,b,,MCQ
2,Tissues,,Level - 1,14,Nerve fibres differ from muscle fibres in having,myofibrils,striations,sarcolemma,dendrites.,,d,,MCQ
2,Tissues,,Level - 1,15,Nissl's granules are present in,nerve cells,mast cells,bone cells,cartilage cells.,,a,,MCQ
2,Tissues,,Level - 1,16,Sarcolemma is the membrane that covers,nerve fibres,muscle fibres,visceral fibres,tendons,,b,,MCQ
2,Tissues,,Level - 1,17,Parenchyma cells containing air cavities are called,aerenchyma,sclerenchyma,chlorenchyma,prosenchyma.,,a,,MCQ
2,Tissues,,Level - 1,18,The most common connective tissue is,adipose tissue,reticular tissue,fibrous tissue,areolar tissue,,d,,MCQ
2,Tissues,,Level - 1,19,Cell walls of sclerenchyma are rich in,cellulose,pectin,lignin,hemicellulose.,,c,,MCQ
2,Tissues,,Level - 1,20,Tendon connects,cartilage with muscles,bone with muscles,ligament with muscles,bone with bone,,b,,MCQ
2,Tissues,,Level - 1,21,Bone forming cells are,osteoblasts,osteoclasts,chondroblasts,chondroclasts,,a,,MCQ
2,Tissues,,Level - 1,22,Nerve impulses are conducted towards the cell body by,axons,ganglia,dendrites,neurons.,,c,,MCQ
2,Tissues,,Level - 1,23,Units of nervous system are,axons,neurons,dendrites,cytons.,,b,,MCQ
2,Tissues,,Level - 1,24,"Tracheids, vessels, wood fibres and parenchymatous tissues are found in",xylem,cambium,cortex,phloem.,,a,,MCQ
2,Tissues,,Level - 1,25,Companion cells are usually seen associated with,fibres,parenchyma,xylem vessels,sieve tubes.,,d,,MCQ
2,Tissues,,Level - 1,26,Which of these types of cells is most likely too divide?,Epidermis,Parenchyma,Meristem,Xylem,,c,,MCQ
2,Tissues,,Level - 1,27,Simple mechanical tissue devoid of lignin is represented by,parenchyma,sclerenchyma,collenchyma,tracheids.,,c,,MCQ
2,Tissues,,Level - 1,28,Which is not a tissue?,Xylem,Phloem,Collagen,Cambium,,c,,MCQ
2,Tissues,,Level - 1,29,The grit of guava is made up of,collenchyma tissue,parenchyma tissue,aerenchyma tissue,sclerenchyma tissue,,d,,MCQ
2,Tissues,,Level - 1,30,Aerenchyma occurs in,mesophytes,xerophytes,hydrophytes,sciophytes.,,c,,MCQ
2,Tissues,,Level - 2,31,Find out the incorrect statement.,Parenchymatous tissue have intercellular spaces,Collenchymatous tissues are irregularly thickened at corners,Apical and intercalary meristems are permanent,"Meristematic tissues, in its early stage, lack vacuoles",,c,,MCQ
2,Tissues,,Level - 2,32,Intestine absorbs the digested food materials.  What type of epithelial cells are responsible for that?,Stratified squamous epithelium,Columnar epithelium,Glandular epithelium,Cuboidal epithelium,,b,,MCQ
2,Tissues,,Level - 2,33,A person met with an accident in which two long bones of hand were dislocated. Which among the following may be the possible reason?,Tendon break,Break of skeletal muscle,Ligament break,Areolar tissue break,,c,,MCQ
2,Tissues,,Level - 2,34,"While doing work and running, you move your organs like hands, legs, etc. Which among the following is correct?",Smooth muscles contract and pull the ligament to move the bones.,Smooth muscles contract and pull the tendons to move the bones.,Skeletal muscles contract and pull the ligament to move the bones.,Skeletal muscles contract and pull the tendon to move the bones,,d,,MCQ
2,Tissues,,Level - 2,35,Refer to the given Venn diagram and select correct statement regarding P and Q.,P could be elastic and flexible whereas Q could be tough and inelastic.,Matrix of P is entirely inorganic whereas that of Q is entirely organic.,Growth in P is bidirectional whereas in Q it is unidirectional.,P could have rich blood supply whereas Q do not have blood supply.,CH-2-35-ROW-108,a,,MCQ
2,Tissues,,Level - 2,36,A long tree has several branches. The tissue that helps in the side ways conduction of water in the branches is,collenchyma,xylenm parenchyma,parenchyma,xylem vessels,,b,,MCQ
2,Tissues,,Level - 2,37,"Study the given flow chart and select the incorrect statement regarding P, Q, R and S.",P can be the tissue which is present in root tips and shoot tips.,Tissue Q is primarily responsible for storage of food.,Tissue R is responsible for transport of food from leaves to other parts of the plant body.,"Tissue S is made up of four types of cellsvessels, tracheids, fibres and parenchyma.",CH-2-37-ROW-110,b,,MCQ
2,Tissues,,Level - 2,38,A nail is inserted in the trunk of a tree at a height of 1 metre from the ground level. After 3 years the nail will,move downwards,move upwards,remain at the same position,move sideways,,c,,MCQ
2,Tissues,,Level - 2,39,"Refer to the given figure and select the correct statement regarding B, C, D.",B is involved in the conduction of organic food.,D is made up of non-living cells and is involved in transportation of water.,C cells are made of dead cells and provide mechanical support to B.,None of these,,a,,MCQ
2,Tissues,,Level - 2,40,A characteristic feature of cardiac muscle is its,fatigue,rhythmicity,spindle shape,frigidity.,,b,,MCQ
2,Tissues,,Level - 2,41,Synapse is,junction between two axons,junction between two dendrites,junction between axon and dendrite,junction between cell bodies,,c,,MCQ
2,Tissues,,Level - 2,42,Blubber present in marine mammals such as dolphin is made up of,striated muscle tissue,epithelial tissue,adipose tissue,areolar connective tissue,,c,,MCQ
2,Tissues,,Level - 2,43,Triceps and biceps are examples of,voluntary muscles,involuntary muscles,sphincter muscles,smooth muscles,,a,,MCQ
2,Tissues,,Level - 2,44,The strongest muscle in the body is present in,arm,jaw,thigh,neck.,,b,,MCQ
2,Tissues,,Level - 2,45,Smooth muscle fibres are,"spindle-shaped,u nbranched, non-striated, multinuceate and involuntary","spindle-shaped, unbranched, unstriated, uninucleate and involuntary","cylindrical, striated, unbranched, multi-nucleate and voluntary","eylindrical, unbranched, non-striated, multinucleate and involuntary.",,b,,MCQ
2,Tissues,,Level - 2,46,Which type of tissue changes the diameter of a blood vessel?,Connective,Nervous,Muscular,Epithelial,,c,,MCQ
2,Tissues,,Level - 2,47,"Mohit was asked to draw a diagram of sclerenchyma as seen in longitudinal section and label it. His diagram is as shown. Find out
the mistake he has made in the diagram.",The pit pair is bordered not simple.,The cell walls are not lignified in sclerenchyma.,The nucleus and cytoplasm are not shown.,It is a transverse section and not the longitudinal section.,CH-2-47-ROW-120,d,,MCQ
2,Tissues,,Level - 2,48,Select the incorrect statement.,Tracheids are elongated dead cells having hard lignified walls,"In few cases, end walls of vessels remain intact and possess several pores.",Grape vine has simple sieve plate whereas Euphorbia royleana has compound sieve plate.,Companion cells are thin walled living cells.,,c,,MCQ
2,Tissues,,Level - 2,49,Sprain is caused due to excessive pulling of,bone,tendons,ligaments,joints.,,c,,MCQ
2,Tissues,,Level - 2,50,Read the given statements and select the incorrect ones.,The nature of matrix differs according to the  function of the tissue. ,Fats are stored below the skin and in between the internal organs.,Epithelial tissues have large intercellular spaces between them.,Cells of striated muscles are multinucleate and unbranched,,c,,MCQ
2,Tissues,,Level - 3,1,"Assertion : Non-striated muscles are said to be voluntary in nature.
Reason : Non-striated muscles can be moved according to will.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,d,,AR
2,Tissues,,Level - 4,2,"Assertion : Presence of connective tissue inside the brain is essential for conduction of nerve impulse.
Reason : Connective tissue hold together the nerve cells of brain.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,d,,AR
2,Tissues,,Level - 5,3,"Assertion : Smoothmuscle fibres do not appear to be striated.
Reason : Thereisaregular alternate arrangement of thick and thin filaments in smooth muscle fibre.",If both Assertion and Reason are true and reason is the correct explanation of Assertion.,If both Assertion and Reason are true but Reason is not the correct explanation of Assertion.,If Assertion is true but Reason is false.,If both Assertion and Reason are false,,c,,AR
